default,
それにあのリングを見る限り、\nあなたもかなり努力しているのがうかがえるわ。,And judging by that ring; I can tell you've been putting in considerable effort as well.
ええ…。まったくコノハはどういう教育をしているのかしら。\nわたしはあなたの「恩師」の「恩師」よ。\n名前ぐらいきっちり覚えさせておきなさいよ。,Ah I see... What kind of education is Konoha giving? I'm the mentor of your mentor—you would do well to remember my name well.
まあ、とはいえ、\nあれを見る限り頑張ってはきたみたいね。,Well; that said; judging by that ring; it looks like you have been working hard.
{主人公}さん、お待たせしました。\nCランクの色に変化したギルドリングです。\nCランクはきれいな黄色なんですよ。ってあれ・・・、,{主人公}; sorry for the wait. Here's your guild ring; now changed to the C-rank color. As you can see; C-rank is a beautiful yellow. ...Oh?
ギルドマスター！\nお戻りになられていたんですね。,Guild Master! You've returned.
転移陣を使って王都から今日戻られたのでしょうか。\nお久しぶりにお会いできてうれしいです。,Did you come back from the royal capital using the teleportation circle today? It's so good to see you after so long.
わたしもよ。\nいつも受付と事務作業ごくろうさま。,The feeling is mutual. I appreciate you handling the reception desk and paperwork.
それにしてもこの短い期間でCランクになるだなんて、\nコノハの弟子もなかなかやるじゃない。\n名前は{主人公}ね？覚えたわ。,Still; to reach C-rank in such a short time—Konoha's disciple is quite impressive. Your name is {主人公}; right? I'll remember it.
コノハによればあなたは魔族領に行って妹さんを探したいんだそうね。,Konoha told me you want to go to the Monster's Domain to search for your sister.
ふむ。ちょうどいいわ。ちょっとわたしの部屋に来なさい。,Hmm. Perfect timing. Come to my office for a moment.
僕は言われるままギルドマスターの後についていった。,I followed the guild master as instructed.
さて。これはまだ正式に発表されてないから、\n内密にしておいてほしんだけど。,Now then. This hasn't been officially announced yet; so keep it confidential.
今度魔族領への進攻が計画されているの。\n遅くとも1年以内に。,An invasion of the Monster's Domain is being planned. Within a year at the latest.
・・・・・！,...!
サキュバスの女王が\nまだ完全には力を取り戻していないって話は知ってるかしら？,By any chance... are you aware the Succubus Queen hasn't fully recovered her power yet?
本で読んだことがあります。,I read about it in a book.
そう。勉強熱心で偉いわね。\n彼女には古代の封印の残滓が残っていて、\n今は実力の半分ほどしか出せていないと考えられているわ。,I see. How studious of you. Remnants of an ancient seal still cling to her; and it's believed she can only use about half her true strength right now.
封印の解除には膨大な魔力を必要とするけれど、\n女王はここ数年表舞台には顔を出さず、\n力をずっと蓄えて封印の解除に専念している。,Breaking the seal requires enormous magical power; but for the past few years the Queen hasn't appeared publicly—she's been devoting herself entirely to accumulating power to break the seal.
そして恐ろしいことに、\n学者たちの計算によれば、あと２年も魔力を蓄えられたら、\n封印がすべて解かれるのではないかという見立てなの。,And terrifyingly; according to scholars' calculations; if she's allowed to gather magic for another two years; the seal may be completely broken.
・・・・！,...!
封印が解けたら女王自身が強くなるだけじゃない、\n配下のサキュバス全員に影響が及び、\nその能力がいまより数段強くなるだろうとも予測されてる。,If the seal breaks; it won't just make the Queen stronger—it's predicted that all succubi under her command will be affected; and their abilities will become significantly more powerful than they are now.
つまり人間側にとってはこの２年が勝負なの。\nもし拮抗している戦力が相手だけ強化されれば、\nこちらに勝ち目はなくなるわ。,In other words; these next two years are crucial for humanity. If the enemy's forces are enhanced while we're currently evenly matched; we'll have no chance of winning.
さて、その侵攻作戦だけど・・・。,Now; about that invasion operation...
女ならCランク以上が参加の条件。男であることを加味すると、\nそうね、Bランクになれば、確実にあなたも連れて行ってあげる。,For women; C-rank or above is the participation requirement. Factoring in that you're male; let's see—if you reach B-rank; I'll definitely take you along.
作戦中に余裕があればだけど、\n妹さんを探せるように、\nあなたの故郷の村の探索もさせてあげるわ。,If there's time during the operation; I'll let you search for your sister—I'll arrange for an exploration of your home village.
・・・！,...!
ま、頑張りなさい。\nこの大会が終わるまでにランクアップしていれば、\nそれで間に合うはずよ。,Well; do your best. If you rank up before this tournament ends; then you'll definitely be ready.
そう言うと、ポンと僕の肩を叩き、リーフさんは微笑んだ。師匠の師匠だけあって何だか頼もしい人だ。,With that; Leaf patted my shoulder and smiled. Being my mentor's mentor; she was quite a reassuring person.
僕は「ありがとうございます！」と言っておじぎをすると、部屋を退出した。,I gave a bow; thanked her; then left the room.
{主人公}さん、お疲れ様です。\nギルドマスターとのお話は終わりましたか？,I appreciate your efforts; {主人公};  Are you finished talking with the guild master?
ふふ、元々やる気に満ちた目でしたけど、\nなんだか更に闘志に燃えているように見えます。,Fufu; your eyes were already full of determination before; but now you look even more fired up!
Cランクでの試合が楽しみですね！応援してます！,I'm looking forward to your C-rank matches! I'll be rooting for you!
ランクがCランクにアップした！,Rank increased to C-rank!
その日の夜。僕はまた昔の夢を見ていた。,That night; I had another dream...
これは確か、村がサキュバスたちに襲撃される前、まだ村が平和だったときの記憶だ。,It was from before the succubi attacked our village—back when the village was still peaceful.
もうすぐ始まるお祭りにそなえて、二人で飾りを作っていた。子供だった僕たちはよく二人きりで留守番をしていたから、こういう手作業もよく二人でやったものだ。,We were making decorations together in preparation for the upcoming festival. Since we were children; the two of us often looked after the house alone; so we frequently did this kind of handiwork together.
ふふ、お兄ちゃん、下手っぴだね。\nわたしより年上なのに、こういうのはわたしの方が上手♪\nほら見て、すごいでしょ！,Teehee; you're so clumsy Brother! Mine is made is far better than yours♪ Look at this; amazing right!?
そう言って僕に出来た飾りを見せつける。僕はすごいねと言って、彼女の頭をなでてあげた。,She showed off the decoration she'd made. I told her it was amazing and patted her head.
えへへ…。,Ehehe...
ねえねえ、お兄ちゃん。\n「作る」って言えばさ、\nカードって、どうやってできているんだろうね？,Hey you know what Brother. Speaking of "making" things; I wonder how cards are created?
わたし不思議なんだ。カードはモンスターのお腹の中から出てきたり、\n古い遺跡から見つかったりするらしいけど…。\n昔の人やモンスターはカードを作ることができたのかな？,It's all so mysterious! Cards apparently come from inside monster bellies or are discovered in ancient ruins... Do you think people were really making cards so long ago?
ねえ、もしもカードを作ることができるのならね、\nわたし、お兄ちゃんとお父さんが使うカードを作りたい！\nわたしの作ったカードで、お兄ちゃんたちを助けるの！,Someday; I want to make cards for you and Dad to use! Then I can help you both with the cards I created!
わたし、お父さんの子供なのに、全然カードが使えないから…。\nその分、カードのこといっぱい勉強して、\nお兄ちゃんたちと一緒に悪いモンスターと戦うんだ。,Even though our dad is a really strong cardmaster; I know I can't use cards at all... So instead; I'll study cards as much as I can so I can fight evil monsters alongside you!
わたしがカードを作れたら、ぜったい使ってね！お兄ちゃん！,If I ever make a card; you'll definitely use it; right? Promise me; OK!
（朝か・・・・。）,(Morning already...)
妹は僕より小さいのに、とても頭のいい子で、色々な難しいことを考えていた。あまり覚えていなかったが、カードを作りたいなんてことも言っていたらしい。,My sister was so much smarter than me despite being younger; always thinking deeply about things. I didn't remember much; but I know she said she wanted to create cards.
もしあの時サキュバスに捕まらず、一緒に逃げてこれていたなら、いまごろ僕なんかよりずっとすごい子になっていたんじゃないだろうか。,Maybe if she hadn't been captured by succubi back then and had escaped with me... She would probably be doing really well right now...
もしかしたら僕と妹はチームを組んで、二人で作戦を練りながら一緒に強い魔物と戦っていたりしていたのかもしれない。,The two of us could have formed a team; strategizing together while fighting powerful monsters side by side.
・・・・。,...
リーフさんのおかげで、もうすぐ魔族領に行くことも見えてきた。行くための条件はBランクになること。,Thanks to Leaf's help; I can finally go to the monster's domain. I just need to reach B-Rank. 
師匠にはAランクになるように言われているから、当然Aランクを目指すことはやめないけれど、ひとつ手前に手が届きそうな目標ができて俄然やる気がでてくる。,Of course; my master already told me to aim for A-Rank; so naturally I won't stop pursuing that; but having a goal that's almost within my grasp really fires me up. 
すぐにCランクの上位になって、さらにそこからBランクになって、\n絶対作戦に参加させてもらおう。,I'll quickly rise to upper C-Rank; then from there reach B-Rank; and then I can finally achieve my goal!
賢かった妹に恥じないだけの、立派な自分でありたい。僕は気合を入れなおして、今日もカードバトルに向かうのだった。,I want to be someone worthy enough to not shame my brilliant sister. With renewed determination; I headed out for today's card battles.
そのころ、魔王城にて。,Meanwhile; at the Demon King's castle.
ユイ様、転送陣についての調査が完了しました。,Lady Yui; the investigation into the teleportation circle is complete.
順調にいけばやはり利用できそうです。\nまた例の計画について報告がありましたが・・・。,If all goes well; it will prove very helpful in our plan. Though we have been recieving reports again...
数名連絡が取れなくなった者が出ているものの、\nおおむね順調に進んでいるようです。,A few of our members have lost contact; but other than that things seem to be progressing smoothly.
ふふ、それはよかった…❤,Fufufu; that's wonderful...❤
お兄ちゃん、生きているのかな？\nわたしこんなに強くなったよ。,I wonder if my Brother is still alive? I've become stronger... stronger than ever before.
きっと迎えに行くからね・・・❤\nずっとずっと一緒にいるために・・・❤,I will stop at nothing to find you...❤ I'll come find you so we can be together... Forever and ever...❤
