default,
スカートの中、見たい？\nふふ、こんなときでもパンツが気になるなんて変態だね・・・❤,Trying to get a peak under my skirt?❤ You are such a pervert; even with your life on the line you can't help yourself...❤
ミニスカートがひらひらして、気が散っちゃったの・・・？\nほら、ぴらり❤\n見て釘付けになっているところ、噛みついてあげる・・・❤, Watch closely...Hora *flutter* Did you catch a glimpse of my panties...? ❤ I'll just take a bite while you are preoccupied...❤
ふふ・・・❤\nゾンビのわたしにおねだりするの？\nあなた、いい趣味してるね・・・❤,You're going to beg me; a zombie? You have good taste...❤
胸に、口に、手に・・・。\nちゃんと体は動くから、いろいろつかって気持ちよくしてあげる・・・❤\nでも、ふふ、代わりにあなたのことかじっちゃうかも・・・❤,On my chest?❤ in my mouth?❤ Maybe in my hand....❤ I can use all sorts of things to make you feel good...❤ but I might just bite you instead...❤
んっ・・・❤口の中に濃いのが注がれてくる・・・❤\n生気にあふれてて、おいしい・・・❤,Mmmm...❤ Something thick is being poured into my mouth...❤ So full of life and delicious...❤
射精して放心してる・・・？お口の中で完全にペニスが無防備。\nかみきっちゃってもいいけど、\nんふふ、エナジーがおいしいから許してあげるね・・・❤,Are you in a daze from ejaculating so much...?❤ Your cock is defenseless in my mouth. I could bite it off right now; but...Fufu I'll spare you because your mana tastes so good... ❤
胸に挟まれて、きもちよくびゅーびゅー・・・・❤\nそれじゃ、約束通り、あなたのお腹にかじりついちゃうね・・・❤,Squeezed between my breasts; you're spurting so pleasurably...❤ Now then; as promised; I'm going to bite into your belly...❤
だいじょうぶ、肉はかじりとらないで甘噛みするだけ・・・❤\nちょっとだけ歯型をつけて、それで許してあげる・・・❤\nがぶがぶ・・・♪,Don't worry; I won't bite too hard; just a little nibble...❤ Enough to leave a mark; and then I'll let you go...❤ Chomp chomp...♪
あは、パンツに見惚れて、\nかみつかれるのと同時に射精しちゃった・・・❤,Haha; you were so entranced by my panties that you came right as I bit you...❤
あなたの肩にわたしの歯型、\nくっきり残されちゃったね…❤\nほんのり痛くて、それで興奮するなんて、マゾなんだ。くすくす…❤,My teeth left an obvious mark on your shoulder...❤ Does it hurt? You seem to enjoy this~❤ What a masochist. *Giggle*...❤
ん、肩にがぶがぶされながら射精しちゃった・・・❤\n手でこすられて我慢できなかった・・・？\nそれとも噛まれたことに興奮しちゃった・・・？くすくす❤,You ejaculated while I bit down on your shoulder...❤ You couldn't resist when my hand was stroking you...? Or perhaps you got excited from being bitten…? *Giggle*❤
その顔を見た感じ・・・、どっちもかな❤\nあなたの肩に、わたしの歯型、くっきり刻まれちゃったね・・・・❤,Judging by that look on your face... maybe it's both.❤ My teeth marks are now clearly etched on your shoulder...❤
ううっ・・・❤がまんできない・・・❤,Ugh...❤ I can't take it...❤
ふふ・・・❤\nわたしでシコシコはじめちゃった・・・❤,Fufu…❤ You've started masturbating because of me...❤
わたしの体、ゾンビになっているけれど\n女の子らしい部分がちゃんと残っているもんね・・・❤\n見てたらエッチな気分になっちゃうのも、くす、わかるよ・・・❤,I maybe a zombie; but my girlish parts are still here...❤ It's ok to feel naughty when you look at me...❤
でも、戦闘中にシコシコしちゃうのは、\nダメだと思うな・・・❤\nほら隙だらけのあなたに近づいて・・・。,But I don't think it's good to stroke in the middle of a battle... ❤❤ Look how easily I can close the distance with you being so vulnerable~❤
あなたの肩に、がぶり・・・❤,Lend me your shoulder darling ~❤
はぐぅううっ・・・❤,Hagu ugh... ❤
あは、噛み付かれて気持ちよくなっちゃってる・・・❤\nマゾなんだね・・・❤ふふ・・・❤,Haha; being bitten makes you feel so good... ❤ You are such a masochist... ❤ Fufu...❤
ほら、噛まれたところから\nわたしのウイルスがどんどん入ってくる・・・❤\n元々感染してるのが、よけいにひどくなっちゃうね・・・❤,You see; right where I bit you; a virus is seeping into your bloodstream...❤ The infection will become stronger and stronger…❤
頭ぼーっとして、くらくらするでしょ・・・？\nでもシコシコする手、止められないんだ・・・❤\nわたしのことで頭いっぱいで、感染も気にならないのかな・・・❤,Are you feeling lightheaded and dizzy yet?❤ You must feel really good with me...❤  You don't even care about the infection...❤
ほら、噛まれたところから\nわたしのウイルスがどんどん入ってくる・・・❤\n熱が広がって、体中が熱くなって、呼吸も荒くなっていくね・・・❤,You see; my virus is infecting you❤ You'll start to get feverish; and your breathing will get more ragged... ❤
頭ぼーっとするでしょう？\nでもシコシコする手、止められないんだ・・・❤\nわたしのことで頭いっぱいで、感染も気にならないのかな・・・❤,It makes you light-headed; doesn't it? But you can't stop yourself from stroking… ❤I guess you are so preoccupied with me that you don't even care about the infection... ❤
あううっ・・・❤きもちいい・・・❤,Ohhhhhh...❤ So good...❤
くすくす・・・❤\n朦朧としながらシコシコするの気持ちいい・・・？,*Giggle*... ❤ Does it feel good to masturbate while your head is spinning?❤
命が危なくなると、子孫を残すために、\nペニスが固くなるっていうけど、\nほんとみたい・・・❤,They say that when your life is in danger; your dick gets hard as a last resort to preserve your genes. It seems like that's true...❤
噛まれる前よりガチガチに固くなって、\nシコシコするたびに顔がどんどん蕩けて、\nふふ・・・❤子孫を残すために、びゅってしたくてたまらないんだね❤,It's become much harder than before you were bitten; and every time you stroke it; that naughty expression on your face becomes even harder to hide; fufu...❤ To ensure you leave offspring; you can't help wanting to cum; right?❤
ほら、あなたの子種汁、わたしのスカートにかけていいよ・・・❤\n女の子の「子供を作るところ」に、射精して、\nそれで自分の命を終わらせちゃおう・・・？,Come; spill your seed beneath my skirt...❤ Ejaculate on my "baby making place" as I take your life along with it...
もちろんわたしにかけても子供なんてできないけど・・・❤\nでもそれでもいいよね・・・❤しこしこ気持ちいいもんね・・・❤\nくすくす❤,Of course it’s all for nothing; I can’t have kids...❤  *Giggle*~❤ But it feels so good to stroke your cock; doesn't it...
あっ、あっ、ああっ・・・❤,Oh; oh; oh; oh...❤
あひっ、あぐぅ、ああっ・・・❤❤,Ahh; ahhh; ahhh...❤❤❤
ふふ・・・❤生命力をぜんぶ吐き出して、\n体が動かなくなっちゃった❤\nあなたの体、わたしの中に取り込んであげる・・・❤,Fufu...❤ You've expelled all your life force; and now your body can't move anymore~❤ Now I'm going to take your body into mine...❤
あは・・・❤\n強いんだね・・・❤,Haha...❤ You are so lively...❤
別に一回ぐらいやられたって、\n何回でも蘇れるけど、ほら・・・。\n最後にちょっといいことしてあげる・・・❤,Too bad I can come back as many times as I want; but look... I'll do something nice for you before I go...❤
わたしの胸、乳首が見えそうで、ずっと気になってたでしょ？\n見て・・・❤髪で隠れているのを横にどけて、\n冥途の土産にしっかり見せてあげる・・・❤,You've been looking at my chest; wondering if you could catch a glimpse of my nipples; haven't you? Take a closer look...❤ I'll move aside my hair that's been hiding them; and show you properly as a parting gift till next time...❤
見せるのは一瞬だけだから、\nじーって集中しないと見逃しちゃうかもね・・・❤\nくすくす・・・❤,I'll only show you for a moment; so you might miss it if you don't concentrate... ❤*Giggle*❤
誘惑を無視して攻撃した,Ignore the temptation and attack.
胸に視線を吸い寄せられてしまった,I can't look away from her boobs...
きゃっ・・・。\nふふ、いいよ、また蘇ったら会おうね・・・❤,Kyah!... I'll see you when I revive again... ❤
ふふ、釘付けになってる・・・❤\n早くとどめをさせばいいのに、間抜けな男・・・❤,Fufu; you're completely transfixed...❤ You should have finished me sooner dummy...❤
隙だらけのあなたを、えい・・・。突き飛ばして・・・❤,Now that you're defenseless; ha...! I'll push you down...❤
わたしの胸で挟んでイかせてあげる・・・❤,I'll sandwich you between my breasts and make you come... ❤
うあっ・・・❤やめ、はなせっ・・・❤,Uaa...❤ Sto- let go...❤
くすくす・・・❤乳首見せてもらうだけのつもりだった？\nざんねんだけど、それだけじゃすまなかったね・・・❤,*Giggle*❤ Did you think you'd get away with seeing my nipples? Too bad; but things won't end with just that...❤
あなたの弱点をわたしの胸で、\nすりすり、ずりずり・・・❤\n命のエナジーを吐き出させられちゃう・・・❤,I'll rub and grind my breasts against your weak spot...❤ Making you spurt out your life energy...❤
でもほら、こうやって揺らしていると、\n乳首だって見えるでしょう？\nえ？見えない・・・？くすくす❤そっか、ざんねんだね・・・❤,You can’t see my nipples even when I'm rocking like this? *Giggle*❤ I see; that’s too bad...❤
ううっ…あうっ❤おっぱい、きもちいいっ❤やわらかくてぇ・・・❤❤,Ohhh.. Ahh...❤ Your boobs feel so good...❤ So soft...❤❤
ふふ、髪の毛が乳首にぴったりくっついてるのは\n血でも乾いちゃったのかな・・・？\nでも、きもちいいなら、別にいいよね・・・❤,My hair is stuck to my chest due to the dried up blood... But you don’t care right? It still feels good...❤
ゾンビになってもおっぱいはちゃんとやわらかいんだよ・・・❤\nひんやりはしてるかもしれないけど、\nそれがかえって気持ちいいかも・・・❤,Even as a zombie; my boobs are still nice and soft...❤ They might be a bit cool to the touch; but that might actually make it feel better...❤
あなたの熱くなったペニスが、\nひんやりしたおっぱいに包まれて、\n激しく上下に、むにむに、ぐちゅぐちゅ・・・❤,Your hot penis is wrapped in my cool tits; while I move vigorously up and down; squeezing and sliding with wet; slippery pleasure...❤
ふふふ、気持ちよすぎて、腰が震えるの、抑えられないね・・・❤\nあとちょっとで倒せそうだったのに、\nおっぱいに負けそうになってる・・・❤,Fufufu; it feels so good that your hips are trembling. You can't hold back; can you...❤ You had me at your mercy; but now you are succumbing to my tits...❤
あは、その目・・・❤まだ乳首が見たいんだ・・・❤\nおっぱいが揺れるの必死になって見て・・・、\n男ってわかりやすい・・・❤,Haha; you look frustrated... ❤ Still trying to see my nipples?❤ The desperation as you watch my tits bounce...❤ Men are such simple creatures...❤
がんばって射精をこらえれば、乳首見れるかもよ・・・？\n激しくこすられて、我慢できれば、だけど・・・❤,Maybe if you can last a little longer; you could get a glimpse...❤ Do you think you have a chance when I'm bouncing my breasts up and down like this?❤
あっ、あっ、あああっ❤❤❤,Oh; oh; oh ❤❤❤❤
くす・・・❤やっぱり耐えるのは無理みたい・・・❤\nさきっぽをこすったとき、\n特に腰が動いてるから、ここが一番いいのかな・・・？,*Giggle*...❤ I guess you won't last after all...❤ When I rub the tip; your hips move so much... I wonder if this spot feels the best...?
先端がおっぱいにむにゅうって挟みこまれて、\nおちんちん溶けちゃいそう？\nふふ、どろどろに命を溶かして、ここから出しちゃっていいんだよ・・・❤,I’m going to start squeezing the tip nice and tight. Do you think you can handle it? Melt into mush and let it out here...❤
わたしに、命のエナジーをちょうだい・・・？\nほら、ほら、ほら・・・❤,Bathe my chest in your life energy...❤ As I squeeze and stroke you with my breasts... Again and again... ❤
あぐっ、はひぃ・・・・❤❤,Agghh; hahi・・・・❤❤❤;
ふふ、おっぱいがあったかい・・・❤\nあなたの出したエネルギーで、\nひんやりしてた胸があったまっちゃいそう・・・❤,Fufu; my breasts are so warm now...❤I feel your energy warming up my tits and it feels so good...❤
このエネルギーを吸収して、体力も回復・・・❤\n一回分、復活する手間がはぶけちゃった。\n命をありがとう、おいしかったよ・・・❤くすくす・・・❤,So much Magical energy; I feel my strength restored...❤ Looks like I can save my master the trouble of bringing me back...Thank you for the meal; it was delicious...❤ *giggle*❤
くすくす…❤わたしのここに精液かけられて、満足した・・・？\nオナニーで負けちゃうなんて、へんたいだね・・・❤,*Giggle*...❤ Are you satisfied with your seed being spilled here? I didn’t even have to touch you...❤
乳首が見れなくて残念だったね…❤\nでも、わたしのおっぱい気持ちよかったなら、\nそれで十分でしょ。くすくす…❤,Too bad you couldn't see my nipples...❤ But if my tits felt that good; then I’m sure you can’t complain *Giggle*❤
んっ・・・❤見て、こんなにたくさん出しちゃったね・・・❤\n生気にあふれてて、おいしい・・・❤ごくん・・・❤,Look how much you’ve cum...❤ So delicious and full of life...❤ I'll savor every drop...❤
ふふ、あなたのエネルギー飲み込まれちゃった❤\nもう体が動かないなら、あとはわたしの食べ放題だね・・・❤\nくすくす・・・❤,Are you too weak to move? ❤ If you can't move anymore; then I can eat all I want...❤ *Giggle* ❤
ゾンビの少女に敗れた僕は、エナジーを奪われ地面に膝をついていた。,Defeated by a zombie girl I fall to my knees without the energy to resist her advances.
あうう・・・。,Ahhhh!
もう逃げられないね・・・❤\nあなたの負けだよ、正義のカードマスターくん・・・❤,You can't get away now...❤ You lose; Mr. Righteous Cardmaster...❤
ほら、カラカラになるまで搾り取ってあげる・・・❤\nホントはお肉を食べてしまいたいけど・・・。,Here; I'll squeeze you until you're dry...❤ I really want to take a bite; but...
ダメよ。わたし殺しはやらない主義なの。分かってるでしょ。,Absolutely not! You know the rules; we do not kill. But you may pleasure him to restore my mana.
ふふ、マスターのやさしさに感謝してね・・・。\nでも死ぬ少し手前まで、たっぷり搾り取ってあげる・・・❤,Fufu; be grateful for Master's kindness... But I'll still thoroughly drain you until you're just short of dying...❤
うう、やめろ・・・。盗賊になんて負けない・・。,Ugh; stop... I will not be defeated by a bandit...
悪いことはやめさせる・・・。僕はBランクだから・・。,I won’t let you have your way... I'm a B ran-
ふふふ・・・❤,Fufufu...❤
あっ、あっ、ああっ❤❤,Oh; oh; oh...❤❤
止めたければ、わたしみたいな下級モンスターぐらいには勝たないと・・・❤\n何度も蘇ってきて、何度も誘惑されても、\n我慢しないとダメ・・・❤,If you want to stop us; you'll need to at least be able to defeat a low-level monster like me...❤ Even if I keep coming back to life again and again... Even if you're tempted over and over... You have to resist...❤
責められておちんちんに段々ムラムラが貯まっていっても・・・、\n負けないで我慢して、びゅるるぅってせずに、戦うの・・・。,Even if the shame only increases your arousal...don't give up...you just have to fight off these naughty thoughts.❤
あなたみたいに、おっぱいで挟まれて、\nあんあん喘いでいるだけじゃ、ダメ・・・❤\nそんな強さじゃ、なにも止められないよ・・・❤,But just look at you; trapped between my breasts; moaning and gasping helplessly...❤ With such pathetic resistance; you can't stop anything...❤
さっき射精したのに、もうこんなに固い・・・❤\n敵の魔物のおっぱいで、すりすりされただけで、\nすぐ気持ちよくて動けなくなる・・・❤,You just came a few moments ago and yet; it’s already so hard...❤ A few rubs of your cock between an enemy's tits; and it already feels so good you can't even move...❤
ふふふ、かわいいじゃない❤\n男の子なんてそれぐらいでいいのよ❤,Fufufu; aren't you just adorable~❤ This is exactly what boys should be like.❤
ほら、わたしも{自分}のお手伝い。\n顔におっぱいを乗せてあげる❤,Here; I'll help out {自分}; by putting my boobs on your face.❤
盗賊の用心棒のおっぱいなんかに負けちゃダメよ。\nコノハちゃんの弟子くん❤\nえい❤,Don't lose to the breasts of a mere bodyguard; Konoha's little apprentice.❤
あう、あうううっ・・・❤❤❤,Oh; ahhhhh...❤❤❤❤
ふふ❤わたしのおっぱいやわらかいでしょう？\n{自分}のと比べるとあったかいから、\n余計にふわふわに感じちゃうかも❤,Fufu~❤ My boobs are soft; aren't they? They are much warmer than my {自分}; so they might feel even fluffier...❤
おっぱいに埋もれて表情は見えないけど・・・❤\n腕も脚も完全に力が抜けてる・・・❤\nふふ、きっと幸せそうな顔になっているんでしょうね❤,I can't see his expression because he’s buried in your boobs...❤ his arms and legs are completely relaxed...❤ Fufu; he must be grinning ear to ear.❤
おちんちんも目で見て分かるぐらい固くなってるわ❤\n{自分}の胸の中からこぼれそうなぐらい、びくびく跳ねてる❤,Your penis has gotten so hard I can see it clearly.❤ It's twitching and jumping so much; it looks like it might spill out from {自分}'s cleavage.❤
くす・・・❤捕まえた獲物は逃がさない・・・❤\nそんなにおちんちん暴れさせても、\nこのおっぱいからは逃げられないよ・・・❤,Hehe...❤ There is no escape once I've captured my prey...❤ No matter how much you helplessly thrash and thrust your cock about; you won't escape from these breasts...❤
ほらほらほら・・・・❤\nおっぱいでもぐもぐされて、おちんちんの中身全部食べられちゃえ・・・❤,Come on; come on; that's it...❤ Get devoured by my breasts; and let them drain everything out of your cock...❤
まだまだ出るでしょ？ふふ・・・❤\n生命エネルギー、どんどんちょうだい・・・❤,You can still cum more; can't you? Fufu...❤ Give me more and more of your life energy...❤
おっぱいがどろどろ・・・❤\nわたしのひんやりした体には、\nこの精液、とても温かく感じる・・・❤,My tits are covered...❤The warmth of your cum feels so good against my cold chest...❤
ねえ、いまおっぱいから解放されて、自由だよ・・・❤\nまだ干からびるほどは搾ってないから、一応動けると思うけど・・・。,Hey; I'm releasing you from my breasts now; you're free...❤ I haven't drained you to the point of shriveling up yet; so I think you can still move somewhat...
戦ったり逃げたりしないの・・・？\n悪いことはやめさせるんじゃなかった・・・？\nBランクマスターくん・・・❤,Have you lost your resolve? I thought you were going to stop me from doing bad things; B-rank cardmaster?~❤
あうう・・・・❤❤きもちいい・・・❤\nおっぱい・・・❤❤おっぱいぃ・・・❤❤,Ahhhhhh・・・・❤❤❤ You feel so good...❤❤❤ boobs...❤❤ boobs...❤❤❤
ふふ、パイズリは終わってるのに、\nうわごとを言ってる・・・。\nおちんちんにまだパイズリされた感触が残っているのかな・・・❤,Fufu; even though the titjob is over; you're still mumbling deliriously... I wonder if your penis still remembers the pleasure of being beaten by my breasts...❤
ウイルスをうつしてあげるまでもなく、\n簡単に脳みそ壊れちゃったね・・・❤\nくすくす❤,I don't even need to give you a virus; your brain is already ruined from the pleasure... ❤*Giggle*❤
その方が楽でいいわ。ゾンビにしてしまうと、\n普通の人間に戻すのが大変だから・・・。,It's easier this way. If you turn them into zombies; it's hard to turn them back into humans...
それにしてもBランクマスターか。\nその若さですごいのね。急に連れ去ったりしたら騒ぎになるかも？,But still; a B-rank cardmaster? That's amazing at such a young age. If he disappeared it might cause a commotion.
このあとどうしようかしら。\n牢屋に入れておくか、それともいったん解放してしまうか・・・。\nうーん・・・。,What should we do after this? Should I keep him prisoner or let him go? Hmmmm...
その後、僕は盗賊の根城から解放され、出口に放り出された。,I was then freed from the bandit's stronghold and thrown out the exit.
もはやカードを使う魔力も残っておらず、僕はふらふらとした足取りで村に戻っていくほかない。侵入するとき僕が気絶させていた盗賊たちは目を覚まし、立場が逆転した僕の様子を見ながら、にやにやと根城から出ていくのを見送ったのだった。,No longer having any magic power left to use my cards; I had no choice but to wobble back to the village. The bandits I had knocked out during the break-in woke up and watched me with a grin as I walked out of the castle.
それから数日後。,Then; a few days later...
魔力を回復させ、僕は再度盗賊討伐に挑戦した。坑道の入口まで行くと、今度は盗賊たちは一切抵抗せず、僕を奥の部屋へと案内した。,After recovering my magical power; I tried going back to defeat the bandits. But when I reached the entrance of the tunnel; this time the bandits did not put up any resistance and led me to a back room.
その部屋には盗賊たちの用心棒のネクロがいて、そしてまたバトルになり・・・。,In that room was Necro; another battle ensued.
くす・・・❤わたしを１回も倒せないで負けちゃうね・・・❤\n何回も復活するから強いのに、\n今日はただ普通におっぱいで挟まれただけで負けちゃう・・・・❤,*Giggle*...❤ You couldn’t even put up a fight...❤ Last time I had to keep coming back to tear at your resolve; but this time you got practically threw yourself into my tits and lost...❤
ふふ、王都に戻って応援でも呼んで来ればいいのに。\nすぐここに来たのは、あなたのプライドのせい？\nそれとも・・・・。,Fufu; why didn't you just go back to the guild and call for backup? Did you come here right away to protect the last bits of your pride? Or is it...
わたしたちのおっぱいを忘れられなかった？\nまあ戻ってくると思ったから解放したんだけど。\nくすくす❤,You couldn't forget our tits? Well; I knew you’d come back; that's why I let you go in the first place. *Giggle*❤
ねえ、コノハちゃんの弟子くん？\nわたしからあなたにおねがいがあるの。,Hey; little apprentice? I have a favor to ask you.
あなたが満足するまでわたしたちに挑戦したら、\nあなたはギルドに「盗賊はもう退治しました」って報告してほしいの❤\nこんなに気持ちよくしてあげてるだもん。それぐらいいいでしょ？,Keep challenging us until you are satisfied. In exchange I want you to report to the guild that you have defeated the bandits. Since I'm making you feel so good; this little favor isn't too much to ask; is it?
その報告と一緒に、わたしたちはこの街を去るわ。\nあんまり盗り過ぎて村の生活が成り立たなくなるのは嫌だし、\n豊かなところを転々としながら襲うぐらいで行くつもりだから。,After your report; we'll leave this town. I don't like stealing so much that villages can't sustain themselves; so we plan to move around; just attacking prosperous places as we go.
もしギルドに嘘の報告をしてくれたら、\nあなたのことも一緒に連れて行ってあげる。\nこの村から出たあと落ち合う場所を教えてあげるわ。,If you report that lie to the guild; I will take you with me. I will tell you where to meet up with us after we leave this village. 
想像して？用心棒生活はけっこう気楽で楽しいのよ。\nわたしたちは面倒ごとか起きるまでは、一日中寝転んでればいいの。,Imagine that? The life of a bodyguard is quite carefree and fun. We can lie around all day until something troublesome happens.
ひまなときは研究でも修行でも好きにできるし、\n食べ物だってたくさん食べられる。それに・・・。,In my free time; I can do whatever I want; whether it be research; training; and eating a lot of food. Plus...
たまにはあなたにエッチなこともしてあげるわ。\n私の魔力補充もかねてだけど❤,I'll even pleasure you once in a while. You'll be our personal mana supply~❤
とても楽しそうな生活でしょ？\nねえ、ギルドへの嘘の報告。おねがいね❤,Sounds like fun; doesn't it?❤ Oh; and about that false report to the guild... you'll take care of it for me; won't you?❤
ううっ、そんな、盗賊に手を貸すようなこと・・・。,Ooghh to help bandits...? I...
あっそう。それじゃあ・・・❤,Oh yeah? Well then... In that case~❤
了解、マスター。パイズリ早くするね・・・❤,Understood Master. I will finish him off quickly with my titjob...❤
うあ、あううっ❤❤きもちいいっ・・・・❤きもちいい・・・❤❤,Ohhhh; ahhhhh!❤❤❤ It feels good...❤ It feels so good...❤
その後、何度かネクロに挑戦を試みたが、すっかり彼女たちの快楽におぼれてしまった僕は、決して彼女たちに勝つことはできなかった。,After that; I tried several times to challenge Necro; but I was never able to beat her; as I was completely drowned in her pleasure.
それどころか開始と同時に{自分}の姿に見とれてしまい、カードを１枚も召喚することもできず、そのまま{自分}の胸や口でイかされてしまうこともある始末だった。,In fact; as soon as the duel started; I was so taken by the sight of {自分} that I could not summon a single card and was instantly forced to cum on her breasts or in her mouth.
そして・・・。,Later that day...
うふふ、新しい隠れ家もなかなかいいところね。\nこのあたりには富豪の屋敷があるというし、\nそこを襲撃していくことになるかしら。,Ufufu; the new hideout is quite nice. I heard that this is quite the wealthy town. I wonder if we'll end up raiding them.
ね、新しい生活はどう？\n一生懸命正しいことをしてきたあなたには、\nまだ慣れないかもしれないけれど・・・。,Hey; how is your new life? You have always worked so hard to do the right thing; you may not be used to this yet...
一緒に爛れた生活に溺れていきましょう？\n研究もできるし、おいしいご飯もあるし、いい生活よ。\nって、ふふ、その目・・・。早くわたしたちに甘えたいのね❤,Let's drown in the blissful life together; shall we? We can do research and have good food; I can see the lust in your eyes... You can't wait to be pampered by us~❤
くすくす・・・❤仲間になってもやることは変わらないね・・・。\nほら、おっぱいでしてあげる・・・❤\nあとで少しだけ、肩をかじらせてね・・・❤,*Giggle*...❤ You're still drooling over me; even though you're one of us now...❤ I'll give you a titty fuck...❤ So let me nibble on your shoulder after...❤
その後、{主人公}がどこに行ったかは誰も知らない。無敗のルーキーの物語は、こうしてその幕を閉じたのだった。,No one knows where {主人公} went after that. Thus ended the story of the Undefeated Rookie.
