default,
にゃあん❤お兄ちゃん、こっち来てにゃあ❤\nそうそう、このおっぱいの間にゃ❤,Nyaan~❤ Oh young humam; come right this way-meow❤ That's it; over to the entrance of my boobies~❤
ここに指でも入れたら気持ちいいにゃあ❤\n指じゃなくて他のところを入れてもいいにゃ❤\nたとえば・・・。,Pushing your finger into the entrance of my breasts feels amazing...❤ But feeling your finger between them isn't the only thing you can do~❤
お兄ちゃんのおっきくなったおちんちん❤\nずぷって中に入れてほしいにゃあ❤\n早く来てにゃあん❤,For example...you have a wonderful stiff dick too~❤ Why don't you stick your dick deep between them?~❤ Hurry hurry- Ahn~❤
お兄ちゃんを簡単に幸せにできるやり方があるのにゃあ❤\nえい❤,And the easiest way to make you happy is like this-meow~❤ Eei❤
おっぱいでのご奉仕にゃあ❤\nやわらかーい感触に包まれて、\nおちんちん幸せかにゃ❤気持ちいいかにゃあ❤,With a big boobie servicing-meow!❤ Does being wrapped up in soft feelings make your penis happy-meow?❤ Doesn't it feel purrfect-meow?❤
おちんちん、この中に入れたら、\nきっとたくさん幸せになるにゃん❤\nおいでおいで❤にゃあーん❤,If you put your cock in here; I'm paw-sitive it'll feel good.❤ Come~ Come~❤ Meooow~❤
にゃあん、わたしにエッチなことしてほしいのかにゃ？\nそんなに必死に頼まなくても、もちろんしてあげるのにゃん❤,Nyaa; do you want me to do naughty things to you? You don't have to beg~ I'm ready to pounce~❤
お兄ちゃんに幸せになってもらえるのは\nわたしもとっても嬉しいのにゃん❤\nおっぱいを使っていっぱい気持ちよくしてあげるにゃん❤,Making you happy makes me happy too!❤ I'll use my breasts to make you purr~❤
にゃあぁん❤おっぱいがどろどろだにゃん❤\nおちんちん、ぎゅって中に差し込んで気持ちよかったかにゃん？\n幸せになってくれて、よかったにゃん❤,Nyaaahn.❤ My breasts are all slippery now.❤ Did it feel good thrusting your cock deep between them? I'm glad I can make you feel happy.❤
あっ、ああっ・・・。,Ah; ahhh...
んにゃ？お兄ちゃん、わたしのおっぱいで興奮してるのかにゃん？\nにゃあん、それは嬉しいにゃん❤,Nya? Are my boobs making you horny?❤ Meow~ That makes me happy~❤
わたしみたいな小さい女の子、\n好きじゃないって人もたまにいるのにゃん。\nでもお兄さんはわたしが大好きみたいだにゃん❤,Some people don't like small girls like me. But you seem to really like me!❤
うっとりした顔で、おちんちんしこしこして❤\nガマン汁でぐちゅぐちゅ音させて❤\nふふ、負けちゃいそうなのに幸せそうな顔だにゃん❤,I'll stroke your hard cock while you're stuck in that dreamy expression~❤  Can you hear the wet sounds I'm making with your pre-cum?❤ Fufu; even though you're losing control; you look happy meow.❤
お兄ちゃんには幸せに射精してほしいにゃん❤\nもっと気持ちよくなれるようにおっぱい揺らしてあげるにゃん❤,You need to cum and be happy; meow~❤ I'll bounce and sway my titties to keep you feeling nice and horny~❤
あうぅ❤すごい・・・❤ああっ❤,Ahhh...❤ Her boobs are so... hot..❤ Aaah...❤
にゃんにゃん❤おちんちん大興奮だにゃん❤\nしこしこ早くなって、もっとカチカチになっちゃったにゃん❤,Meow meow.❤ Your cock is so needy and horny~❤ I'm stroking it faster now; and it's only getting harder.❤
わたしの揺れてるおっぱいで、\nおちんちんがズリズリされるの想像してるのかにゃん？\nずぷぅって中に入れて擦られたら、すっごく気持ちいいにゃあん❤,Are you imagining your cock sliding between my bouncing breasts meow? If you push it in and let me rub it; it would feel sooo amazing meoww.❤
こんな風にゆさゆさって揺れてるから、\nおちんちんも横からずりずりってこすられるにゃん❤\nやわらかくてあったかくて、腰砕けのアヘアへになっちゃうにゃん❤,The sides of your cock are being rubbed because my tits are swaying back and forth like this meow.❤ Their warmth and softness are making your hips thrust and buck~❤
ほら、一歩前に近づいてあげるのにゃん❤\nもうすぐでお兄ちゃんのおちんちんが\nおっぱいに当たっちゃうのにゃん❤,Look; I'll take one step closer to you meow.❤ Soon your cock will touch my breasts meow.❤
腰をへこって前に突き出したら、\nおっぱいで大歓迎❤揺れてる中に入り込んで、\nきもちいい～天国に揉みくちゃにされちゃうにゃん❤,If you thrust your hips forwards; My breasts will happily accept your penis.❤ I'll knead your dick with my paws as it slides between my bouncy soft boobs and take you to pleasure-heaven meow.❤
あと一歩、あと一歩でずぷずぷ～ってパイズリにゃん❤\nほら、谷間にぴとって亀さんが当たって・・・❤,Just one more step and I can give you a juicy titjob... purrfect!❤ Look; the tip of your cock is pressing against the entrance of my cleavage...❤
あっ❤あっ❤こんなのむりぃっ❤❤,Ah~❤ Ah~❤ This is too much~❤❤
にゃ、にゃ？もうイクにゃ？\n先っちょ当たっただけで出しちゃうのかにゃ？,Nya; nya? Are you already going to cum? Are you going to finish just from sliding the tip of your cock between my boobs; is that it?❤
うー、仕方ないにゃ❤\nほら、亀さんにむぎゅうって押し当ててあげるにゃん❤\n谷間の中にどぴゅって出していいにゃん❤,Well; I suppose there's no helping it.❤ Here; let me squeeze your cock tightly between my breasts.❤ Shoot your load deep into my soft boobies~❤
あひっ❤ああっ、おっぱいきもちいいっ、とまらないっ❤,Ahhh!❤ Aaah; your breasts feel so good; I can't stop...❤
にゃん❤にゃ～ん❤\n気持ちよさそうに出してくれてうれしいにゃん❤,Nyan!❤ Nyaaaan!❤ I'm so glad you were able to finish with a smile on your face.❤
ずりずりはできなかったけど、\nギリギリ当てるだけできてよかったのにゃん。\n間に合わないかと思ったにゃん❤,I couldn't give you a proper titjob; But I'm glad I was able to at least slide your dick between my boobs at the very last moment. I was worried I wouldn't make it.❤
谷間に当てながら根元をしこしこして、\n気持ちよかったかにゃん❤\nわたしも傷が治ってうれしいのにゃん❤,Did it make you happy when you stroked the length of your dick while pressing your tip against my cleavage?❤ I'm happy that my wounds have healed too-nya!❤
にゃ～ん❤お兄ちゃんも幸せになりたいにゃん？\nそれなら私がまたおっぱいで応援してあげるにゃん❤,Nyaaaan!❤ Do you want to feel more happiness; mister?❤ If so; I'll cheer you on with my breasts again.❤
だからまずは、\n近くにおいでおいで❤にゃんにゃん❤\nお兄ちゃんがもっと幸せになれるようにゆっさゆっさ～❤,So come on~ Pounce on me~❤ Meow meow!❤ I'll sway my boobs in a way that will make you happy~❤
さっきのお兄ちゃんと同じようにこうやっておっぱい手招きでお兄ちゃんをご招待にゃん❤,Just like the other human earlier; I'll use my breasts to beckon you towards me with the purr-fect invitation~❤
からだが、かってにぃ・・・❤,Ooh... my body... I can't control my body...❤
わたしの前にいらっしゃいだにゃ～ん❤\n本当はお兄ちゃんのおちんちんはさんであげたいけど我慢するにゃん❤,Come right over here to me; purr-lease~❤ I really want to wrap your cock between my breasts; but I'll have to be patient for now.❤
お兄ちゃんも幸せになれるようにおっぱいで応援してあげるにゃん❤\nしこしこ頑張れ❤頑張れ❤にゃんにゃん❤,I'll cheer you on with my boobs so you can feel good too.❤ Stroke that throbbing cock harder; faster~ Let the pleasure build with each meow-vement.❤
うう・・・❤くぅっ・・・❤,Mmm...❤ Oohh...❤
にゃは❤さっきの人よりだいぶ遠いのに、もう限界なのかにゃ？\n招き猫ちゃんに自分もしてほしいよ～って思ってたら、\nおちんちんイライラしすぎちゃったみたいだにゃん❤,Nyaha!❤ You haven't walked as far as the human; but are you already at your limit?❤ Looks like just thinking about what this beckoning kitty can do has transformed your cock into my lovely cat toy~❤
おちんちんがここに来れたら、\nむぎゅーって挟んで上下にゆっさゆっさ❤\n左右にぷるんぷるん❤挟まれて幸せ～になっちゃうにゃ❤,If your cock could make it over here; I'd squeeze it tight between my soft pillows and bounce up and down.❤ Making my breasts jiggle side to side; paw-sitivley drowning you in pleasure between them.❤
にゃあん❤しこしこする手が早くなったにゃん❤\nさきっぽから幸せの匂いがしてきたにゃん❤,Nyaah~❤ Your hand is moving faster meow~❤ I can smell that happy scent leaking from your tip.❤
おちんちん頑張れ頑張れにゃ❤\nあと4歩も5歩も歩かないとここまで来れないにゃん❤\n我慢して歩いて、谷間で出すのが一番幸せになれるにゃ～ん❤,Keep going; little soldier; you can do it~❤ Just another 4 or 5 steps to reach me~❤ Just hold it in; slide your dick between my boobs; and release your load between my cleavage to recieve the most purr-fect pleasure.❤
ううっ・・・❤もう無理ぃ・・・❤\nえろすぎるよぉ・・・❤,Ohhh...❤ I can't take it anymore...❤ It's so hot I can't...❤
にゃあん❤もうイっちゃうにゃ？\nしょうがないにゃー❤\nほらぁ、たくさん揺らしてあげるから、遠くから見てるにゃん❤,Nyahh~❤ Are you gonna cum already? I guess there's purrobably not stopping it~❤ Look; I'll bounce them a lot for you; so make sure to stare closely from where you are meow~❤
頭の中でたくさんパイズリ❤\nほらほらほら・・・❤気持ちいいかにゃん？\n揺れてるおっぱいめがけて、おっぱいに精液、くださいにゃ～❤,Imagine my tits wrapped around your aching penis~❤ Mmmm; my soft pillows kneading it over and over...❤ Wouldn't it feel good? Aim at my bouncing breasts and shoot your creamy milk at them for me to lap up~❤
あっ、あっ、あああっ…❤,Ah; ah; aaaah...❤
あひぃっ…❤,Ahhh...❤
にゃ～ん❤\nすごいにゃここまで届いたにゃ❤\nおっぱいにお兄ちゃんの精液がたくさんだにゃ～ん❤,Nyaaaa~❤ Meow way~ Your milk managed to reach my boobs even from over there~❤ There's so much milk on my tits meow!❤
ますたーのお兄ちゃん、とっても幸せそうに負けれたにゃん❤\nそんなあへぇって顔になってくれて、うれしいのにゃん❤,Meowster~ You look so happy after giving in~❤ Seeing that blissed-out expression on your face makes me happy.❤
このお兄ちゃんもとっても幸せそうな顔になったにゃん❤\n他のお兄ちゃんも幸せにしてあげたいにゃん❤\nおいでおいで❤にゃんにゃん❤,That's another satisfied and happy human down!❤ I want to make other humans happy too.❤ Come here; come here!❤ Meow meow~❤
にゃあん❤お兄ちゃん❤逃げちゃいやにゃあ❤\nもっともっとおっぱいの近くにきて欲しいにゃん❤,Meow~❤ Oh mister~❤ Don't run away-meow❤ I want you to become more acquainted with my boobs~❤
わたしのおっぱい手招き見ててほしいにゃん❤\nにゃあ～ん❤おっぱいの中に～来て来てにゃ～ん❤,I want you to see how badly my boobs want your dick~❤ Nyaahn~❤ Come and slide right deep into the entrance of my my breasts~ Come on~❤
そうにゃん❤お兄ちゃんのおちんちん、ずぷっていれるにゃ～ん❤にゃん❤,That's it-meow❤ I can feel your cock throbbing between them-nya❤ Meow~❤
とっても幸せそうな顔だにゃん❤\n最後にぎゅ～ってするから、\n沢山出してもっと幸せになるにゃん❤ぎゅ～～～❤,You look really happy-nya❤ I'll give you one final squeeze so you can let everything all out and become happy-meow❤ Squeeze~~~❤
どうして離れちゃうのかにゃん…。\nお兄ちゃんのおちんちん、とっても苦しそうだにゃん❤\nちゃんと幸せにしてあげたいにゃ～ん❤,Aww why did you pull away...? Your penis looks so sad and needy meow.❤ I wanted to finish making you happy...❤
どうかにゃ？わたしのおっぱい❤気持ちいいかにゃあ❤,What do you think? Cat got your tongue? My boobies feel the greatest right?❤
にゃん❤おちんちんがぴくぴくしてるにゃ❤,Nya~❤ Your penis is twiching~❤
おっぱいでおちんちんをぎゅ～っ❤にゃあん❤,That's it~ Squeeze my boobs around your penis~ Squeeze~❤ Nyaahn~❤
お兄ちゃんの気持ちよさそうな顔がもっと見たいにゃん❤,You have such a blissful expression right now; I wanna see more of it meow!❤
もっともっと幸せにしてあげたいにゃん❤ご奉仕頑張るにゃ❤,I want to make you really really happy-meow❤ I'll give you the best service ever-meow!❤
ぱんぱん❤もっと強く突いても大丈夫だにゃん❤ちゃんと受け止めるにゃん❤,Slap slap slap❤ It's okay to thrust more forcefully-nya~❤ I'll take it purr-perly-meow!❤
んしょ❤んしょ❤このままじっとしてて欲しいにゃあん❤,Mm~ That's it~❤ There you go~❤I want you to keep staying still just like that-meow~❤
むぎゅむぎゅ❤おっぱいの中は幸せでいっぱいにゃ～ん❤もっと腰を押し付けるにゃん❤,Squeeze~ Squish~❤Feel the bliss between my boobies-nya❤ Keep humping my boobs just like that-nya❤
逃げちゃいやだにゃん❤おちんちんはもっとおっぱいの中にいたいって言ってるにゃん❤,You musn't run away-nya.❤ Your penis is saying it wants to be between my boobs for even longer-meow❤
我慢は身体に毒だにゃん❤気持ち良く出しちゃった方が幸せになれるにゃん❤,Self control is bad for your body-meow.❤ You need to let it all out blissfully so you can be happy-meow❤
うう、痛いにゃ。もう攻撃しないでほしいにゃあ・・・。,Oww; that hurts meow! Please stop attacking me...
わたしはお兄ちゃんに幸せになって欲しいだけなのにゃ\n我慢のしすぎでおちんちんがとっても苦しそうだにゃ。,I just want you to be happy; human~Your cock looks so painful from holding back too much meow.
わたしのおっぱい❤よくみて欲しいにゃあ❤\nおちんちんを挿れたら絶対幸せになれるむちむちおっぱいにゃん❤,Look at my breasts.❤ I want you to look really closely at them.❤ If you put your cock between them; you'll definitely find happiness with these soft; bouncy breasts meow.❤
お兄ちゃんの好きにして欲しいにゃ❤\nわたしは動かないから、好きなだけパンパンして欲しいにゃん❤,You can do whatever you like with me~❤ I won't move; so please pound me as much as you want meow.❤
おっぱいを掴んでずぷって一気に挿れて❤挿れて❤にゃあん❤,Grab my breasts and thrust~❤ Put it in~❤ Nyaaa~❤
胸から視線を離してとどめを刺した,Take your eyes of her chest and deliever the finishing blow
おっぱいを掴んで挿乳してしまった,Thrust into her boobs... find happiness...
残念だにゃあ・・・。,No!~You've got to be kitten me...
うあ・・・❤や、やわらかい・・・❤,Aah...❤ S-so soft...❤
にゃあん❤お兄ちゃんのおちんちんがおっぱいの中に入ってきたにゃん❤\nおっぱいもみもみしながらパンパン❤もっともっとして欲しいにゃあ❤,Nyaahn.❤ The human's cock is sliding between my breasts~❤ Keep thrusting while you knead my boobies~❤ Keep going~ Don't stop~❤
はあ❤はあ❤腰が、止まらないぃ・・・❤,Haa.❤ Haa.❤ My hips; they won't stop moving...❤
止めるなんて駄目だにゃん❤\nもっとぎゅ～っておっぱいを掴んで欲しいにゃん❤,Squeeze my tits; it makes me so happy~❤ Don't stop pounding them meow~❤ 
お兄ちゃん、とっても幸せそうな顔だにゃあ❤\n夢中でぱんぱんして可愛いにゃ❤,Human; you look so happy right meow.❤ You're so cute thrusting away so eagerly!❤
はあっ❤はあっ❤,Haah.❤ Haah.❤
にゃ～ん❤どんどん腰の動きが激しくなってるにゃ❤\nお兄ちゃんの腰がおっぱいに当たってぷるぷる揺れちゃうにゃあん❤,Nyaa~❤ Your hip movements are getting more and more intense.❤ When your hips hit my breasts; they jiggle and shake.❤
おちんちんが抜けちゃうギリギリまで腰を引くにゃ❤\nそれから根本まで一気に押し込むにゃん❤,Pull your cock back until it's almost out~❤ Then push it all the way back in to the base~❤
ぱんぱん❤\nどれだけ強くしても私は大丈夫にゃ❤\nお兄ちゃんは幸せになることだけ考えるのにゃ～ん❤,Slap slap slap~!❤ No matter how rough you are; they're made to with-fur-stand anything~❤ Just focus on the pleasure; human~❤
ああっ…❤も、もう…❤でる…っ❤,Aaah...❤ I'm; I'm...❤ Cumming...❤
このままわたしのおっぱいに出すにゃ❤\n私が全部受け止めてあげるにゃん❤,Go ahead and finish right between my breasts.❤ I'll catch every last drop for you.❤
お兄ちゃんの顔、よだれも垂れてとっても幸せそうだにゃん❤\nいっぱい幸せになれるように最後にむぎゅ～ってしてあげたいにゃ～ん❤\nダメかにゃん？,The drool running down your chin makes you look so happy~❤ I want to give you one final tight hug to make you purr even more~❤ Is that okay?
頷いてくれて嬉しいにゃん❤\nそれじゃあ、いくにゃん❤\nむにゅむにゅむぎゅ～❤❤,I'm so happy you nodded.❤ Here I go then.❤ Squish squish squisshhh~❤❤
あっ、ああっ……❤,Ah; ahhh...❤
にゃあ～ん❤たくさんおっぱいの中にでてるにゃあ❤\n凄い量だにゃ❤お兄ちゃんの幸せって気持ちが伝わってくるにゃ～ん❤,Meooow~❤ You're releasing so much between my breasts.❤ Whan an impressive amount.❤ I can feel the essence of your happiness flowing between my boobs~❤
とっても幸せそうなとろとろの顔だにゃん❤\n大変な試合を頑張るより気持ち良くなる方が幸せそうだにゃ～ん❤,You have such a blissful; dreamy expression.❤ You seem much happier when you're feeling good; instead of struggling through difficult battles.❤
とっても幸せそうなとろとろの顔だにゃん❤\n他のお兄ちゃんにも幸せのおすそ分けをしたいにゃ～ん❤,You have such a blissful; dreamy expression.❤ I want to share this happiness with other men too.❤
うぅ、どうして攻撃するにゃん？\n私はお兄ちゃんを幸せにしてあげたいだけにゃ～・・・。,Oww; why are you attacking me? I only want to make you happy...
お兄ちゃんの仲間は喜んでくれたにゃ\nわたしのおっぱいにい～っぱい白いのかけてくれたにゃあ❤,Just look at your other human friends~ They've all become so happy after they covered my breasts with their creamy milk...❤
とっても幸せそうな顔をしてたにゃ❤\nお兄ちゃんも幸せになって欲しいにゃあ・・・❤,They all look really happy don't they?❤ I want you to be happy too...❤
うっ・・・❤,Ooh....❤
わたしのおっぱいにおちんちんを挿れてぱんぱん❤\n好きな時に止めればいいにゃん❤\nさっきと一緒にでわたしは何もしないにゃあ❤,Slide your cock between my breasts and thrust away~❤ You can stop whenever you want~❤ Just like before; I won't do anything; nya.❤
お兄ちゃんの大きな手でわたしのおっぱいをわしづかみにして\nずぷぷって、一気に挿れるととっても幸せになれるにゃん❤,Grab my breasts with your big hands and thrust your dick deep inside them. Once you do that you'll feel so happy; meow.❤
おちんちん、おいでおいでにゃん❤\nゆさゆさっ❤ぷるぷる❤\nおっぱいとっても柔らかいにゃ～ん❤,Take your cock out and come here nya.❤ Bounce bounce.❤ Jiggle jiggle.❤ My breasts are so soft; meoow.❤
お兄ちゃんもとっても幸せそうな顔だにゃあ❤\n夢中でぱんぱんして可愛いにゃ❤,You look so happy too; nya.❤ You're so cute thrusting away so eagerly; purr~❤
さっきのお兄ちゃんと一緒だにゃん❤\nおちんちんを入れたらとっても素直になったにゃあ❤,You're the same as the human before you; meow.❤ As soon as you put your cock in; you turned into an obedient kitten; nya.❤
にゃん❤にゃん❤にゃん❤\nパンパンって音がしてとってもエッチだにゃん❤\nおっぱい気持ちよくて、止まらなくなっちゃったにゃん？,Meow~❤ Meow~❤ Meow~❤The slapping sounds are so naughty; nya.❤ Have my boobs started to feel so good that you can't stop anymore?
やっぱり男の人はおっぱいが大好きだにゃん❤\nぱんぱん❤どれだけ強くしても私は大丈夫にゃ❤\nお兄ちゃんは幸せになることだけ考えるのにゃ～ん❤,Men really do love breasts; don't they; meow.❤ Thrust thrust.❤ No matter how rough you get; my boobs are made to with-fur-stand anything nya.❤ Just think about your own pleasure; meooow.❤
ますたーのお兄ちゃんの顔❤とろとろで可愛いにゃん❤\n幸せそうにしこしこできて良かったにゃあん❤,My meowsters face looks all melty and cute; nya.❤ I'm so glad your cock can be jerked off so you can be happy; meow.❤
おっぱいの中がどろどろにゃん❤\nますたーのお兄ちゃん、とっても幸せそうにとろけてるにゃん❤\n嬉しいにゃあん❤,It's all sticky between my breasts; nya.❤ Meowster; you look so happy and blissful; meow.❤ That makes me happy; nyaa.❤
決着ー！！勝者はネネコ選手！,And that's game!! This battle's winner is Neneko!
にゃはは♪わたしの勝ちだにゃ。\nカッコつけてたのに、ちっこいモンスターのおっぱいに負けて、\n男って情けないにゃー❤,Nyahaha~♪ Victory is all mine~ You were acting all cool; but you lost to the breasts of a little monster; men are so paw-thetic.❤
うう・・・・くそぉ・・・。,Ugh... damn it...
悔しがるだけ恥の上塗りだにゃん。\nま、その方が弟もあこがれるのをやめるから、\nこっちとしては願ったり叶ったりにゃ。,Don't sweat it. Feeling sorry for yourself will only make you feel worse~ Though; I suppose if it means my little brother will stop admiring you... Then that work's purr-fectly for me.
ほら、もっともっと情けなく喘がせてやるのにゃ。\nまねき猫、やるにゃ！,Look; I'm going to make you moan even more pathetically~ Lucky Cat; let's do this!
わたしもお兄ちゃんが傷つくの、反対だにゃん❤\n戦いなんてやめておうちでゴロゴロしてるのがいいにゃん。,I'm against this human feeling upset too.❤ Let's stop fighting and just lounge around at our place instead~
気持ちよくしてあげるからわたしと一緒にゴロゴロしようにゃん？\nおっぱい、ゆさゆさ❤、ゆさゆさ❤にゃん、にゃあん❤,I'll make you feel good if you come lounge with me; okay? Look~ Boobies; bouncy bouncy❤ Jiggle jiggle~❤ meow; nyaaan~❤
あ、あうぅ・・・❤,I... ah; auuuh...❤
にゃあん❤\nおっぱいじーっと見て、目がとろーんってなっているにゃん❤,Nyaaaan.❤ You're staring so intently at my breasts; your eyes are glazing over.❤
おいで、おいで❤にゃんにゃん❤\nおいで、おいで❤にゃんにゃん❤,Come here; come here~❤ Meow meow~❤ Come; come~❤ Meow meow~❤
おっぱい手招きでお兄ちゃんをご招待にゃん❤\nおちんちん、おっぱいの中にいらっしゃい、にゃ～ん❤,Your cock is pawsitivly hypnotized by the pull of my boobs; meow~❤Your cock is welcome between my breasts; and you want me to make you happy~❤
ああぁぁ・・・❤,Ahhh...❤
ふふ・・・❤やっぱり男はおっぱいの誘惑に勝てないにゃ❤\n自分からエナジーを捧げようとするなんて格好悪いにゃあ・・・♪,Fufu...❤ Men really can't resist the temptation of a pair of boobs; can they?❤ There's noto willingly offer up your energy like that; meow...♪
好きなだけまねき猫のおっぱいを堪能するにゃ。\n脳みそがバカになって、もう戦おうって思わないくらいににゃあ❤\nほら、腰を振るにゃ。後ろから手でちょんと押してやるにゃ。,Enjoy the lucky cat's breasts as much as you want. Until your brain turns to mush and you don't even think about fighting anymore; meow.❤ Look; thrust your hips. I'll give you a little push from behind; meow.
あっ❤うっ❤やめて、そんなことされたらっ❤,Ah!❤ Oooh!❤ Stop; if you do that then I'll-!❤
はひぃっ、きもちいい❤腰が止まらないぃ・・・❤,Haaah; it feels so good!❤ My hips won't stop moving...❤
にゃはは♪\n一回押してやっただけで、あとは勝手に動きだしたにゃ。\nあんなに悔しがってたくせにこれは傑作だにゃ♪,Nyahaha♪ I only gave you a little push; and now you're meow-ving on your own. You were so frustrated before; but now you've got the biggest boner ever~!♪
ますたーのお兄ちゃん、とっても幸せそうだにゃあ❤\nおちんちんぱんぱんが、格好悪いかなんて気にしなくていいにゃ❤,You look so happy; meow-ster!❤ Don't worry if you and your throbbing cock look ridiculous or not; meow.❤
おっぱいをぎゅって手の平で楽しんで、\nそうしながら腰をヘコヘコすれば、\nもっともっと気持ちよくなれるにゃん❤,You'll enjoy my breasts the most if you squeeze them with the palms of your hands. Then; thrust your hips back and forth; and it'll feel even better; meow.❤
自分の手で押さえた分、\nおっぱいがむにゅうって包み込んでくるのにゃん❤\nおちんちん、気持ちいいお肉で包囲されちゃうのにゃん❤,The more you press down on my breasts with your hands; the more they'll wrap around you; meow.❤ Your cock is being surrounded by such soft plush-ness; meow.❤
