default,
道化めのおっぱいが気になりますかぁ？\nそれではここを使ってご奉仕いたします❤\n顔にむにゅっとおっぱいを当てましてぇ、おチンポを手でしこしこ～❤,Are you curious about this jester's breasts?❤ Then let me service you with them~❤ I'll press my soft breasts against your face while I stroke your cock with my hands~❤
わたくしめは敵でありますから、甘えたりするのは厳禁♪\nでもぉ、このやわらかさの前ではそんなことどうでもいいですよねー❤\nおっぱい吸ってもいいですしぃ、匂いをクンクンしてもいいですよぉ❤,I'm your enemy; so you mustn't get too comfortable!♪ But honestly; with how soft they are; you don't really care about that anymore; do you?❤ Go ahead; suck on my breasts; or breathe them in all you want~❤
くすくす❤道化めに甘えるその姿、\nかわいらしいですね～❤\nおチンポもたくさんなでてあげますね～❤しこしこ❤しゅこしゅこ❤,Kehehe~❤ You look so adorable cuddling up to this jester~❤ I'll stroke your cock plenty for you~❤ Pump pump; stroke stroke~❤
わたくしめは仲間でありますから、\nたくさん甘えて大丈夫なんですよー❤ほらほらぁ、\nおっぱい吸ってもいいですしぃ、匂いをクンクンしてもいいですよぉ❤,I'm on your side here; so feel free to indulge yourself as much as you want~❤ Come now; go ahead; suck on my breasts as much as you like! You can even see how nice they smell if you want~❤
観客さまぁ、わたくしめのご奉仕をどうぞお楽しみください～❤\n道化は体ぜーんぶを使って観客さまを気持ちよくしますよぉ❤,Please enjoy your jester's service; my dear audience member~❤ I'll use my whole body to make you feel incredible~❤
ほら、服をめくって、おっぱいぴらり❤\nここでむにゅんと挟んでさしあげますね～❤\nえい、むにゅむにゅ～❤,Look; I'll lift my clothes and show off my breasts~❤ Now; let me wrap them snugly around your shaft~❤ There we go; time for a squishy massage~❤
道化めのおっぱい、なかなか形もいいと思うんですよ～❤\n玉乗りしたり、玉投げしているときも、\nたぷたぷ揺れるこのおっぱいにいつも視線を感じております～❤,My breasts are so well-shaped; don't you think?❤ Whether I'm bouncing on a ball balancing or juggling them; I can always tell when people are staring at these bouncy tits of mine~❤
観客さまもぉ、おっぱいじーっと見ておられますね❤\nほら、挟んだまま揺らしますので～、\n揺れる様子とむにむにの感触、両方お楽しみください～❤ゆさゆさぁ❤,You're ogling my breasts too; aren't you? Watch closely now~❤ I'll keep them wrapped around you and start shaking them; so make sure you enjoy both the sight of them bouncing and their super soft feel~❤ Jiggle jiggle~❤
主様ぁ、ご奉仕を命じてくださってありがとうございますぅ❤\n道化は体ぜーんぶを使って主様を気持ちよくしますよぉ❤,Thank so much for giving me the order to serve you; Master~❤ Your jester will happily use her whole body to make you feel amazing~❤
服をめくって、おっぱいぴらり❤\nここでむにゅんと挟んでさしあげますね～❤\nほおら、むにゅむにゅ～❤,I'll flip up my top and show off my tits~❤ Now; let me wrap them snugly around your shaft~❤ Time for a squishy massage~❤
主様もぉ、おっぱいじーっと見ておられますね❤\nほら、挟んだまま揺らしますので～、\n揺れる様子とむにむにの感触、両方お楽しみください～❤ゆさゆさぁ❤,You're staring at my breasts intently too; Master; aren't you? Watch closely~❤ I'll keep them wrapped around you as I shake them; so make sure you enjoy how nice they look and how soft they feel~❤ Jiggle jiggle~❤
主様からのご命令で、お仲間さまのこと気持ちよくいたしますね～❤\n道化めの、この無駄に大きな胸をお楽しみくださいまし❤,As our Master has commanded; let's feel good together; OK?❤ Please enjoy this jester's stupidly big breasts~❤
服をめくって、おっぱいぴらり❤\nここでむにゅんと挟んでさしあげます♪\nほら、むにゅむにゅ～❤,I'll flip up my top and show off my tits.❤ Then; I'll wrap them snugly around your penis~♪ There we go; all nice and soft~❤
くすくす❤気持ちよさそうな顔ですねぇ、お仲間さま❤\nいかがですか？道化めのおっぱい、なかなか形もいいと思うんですよ❤,Kehehe~❤ Judging by your expression; it looks like you're feeling really good~❤ How is it? This jester's boobs are so nice to look at; aren't they?❤
玉乗りしたり、玉投げしているときも、\nたぷたぷ揺れるこのおっぱいにいつも視線を感じております～❤\n横に立っているとき、お仲間さまの視線も感じてましたよ❤,Even when I'm doing my ball-balancing acts or juggling; I can always feel eyes drawn to these bouncing tits of mine~❤ Standing side by side; I felt your gaze on them; too!❤
別に恥ずかしがらなくてよいのです❤\nほら、挟んだまま揺らしますので～、\n揺れる様子とむにむにの感触、両方お楽しみください～❤ゆさゆさぁ❤,No need to be embarrassed~❤ Here; I'll bounce them while they're wrapped around you; so just enjoy the way they massage your cock as they swallow it whole~❤ Bounce bounce bounce~❤
おやおや、観客さまは、\n道化にたっぷりご奉仕してもらうのをお望みですか？\n敵にそんなことを頼んでいけませんねー❤,Oh my; does a member of the audience want me to service a bunch? You really shouldn't be asking your enemy for things like that~❤
しかし、芸を求められれば答えるのが道化というもの❤\nささ、観客さまが満足されるまで、たっぷり楽しんでくださいませー❤,However; when the audience demands a performance; a jester must deliver.❤ Come now; enjoy yourself all you want until you're fully satisfied~❤
おやおや、主様、そんなに必死な顔でどうしたのですか？\nえっと、イクまでご奉仕してほしい？,Oh my. Master; why do you have such a desperate look on your face? Hm? You want me to service you until you cum?
くす、かしこまりました～❤\n道化めのことをそんなに求めていただいて、うれしゅうございます❤\n気持ちよく出してしまうまで、全力を尽くしてご奉仕いたしますね～❤,Ehe! Understood~❤ I'm delighted that you desire your jester so much.❤ I'll devote my full effort to taking care of you until you release everything without resistance~❤
おやおや、お仲間さま、そんなに必死な顔でどうしたのですか？\nえっと、イクまでご奉仕してほしい？,Oh my; why the pained expression; friend? Oh...! You want me to service you until you cum?
くす、それは主様の命令ですか？\nへぇ、そうですか❤ほんとかどうかは知りませぬが、\nお仲間さまがそうだというならそうなのでしょう❤,Hehe; oh? It's an order from our master? Oh really?❤ I don't know whether that's true or not; but if you say so; then I suppose it must be~❤
それでは道化めがしっかりとご奉仕いたしますね～❤\nお仲間さまは、どうぞ果てるまで、\n道化めの芸をお楽しみくださいませ❤,Alrighty! I'll be sure to entertain and service you properly~❤ Dear friend; please enjoy my performance until you're completely satisfied.❤
くす、手でしごかれて、どろどろのが出てまいりました❤\nほらほら、最後まで出してくださいね、しゅこしゅこしゅこ～♪,Fufu; I've only been stroking you with my hands for a little bit; and you're already leaking all over my palms~❤ Come on now; let it all out; okay? Stroke; stroke; stroke~♪
擦るたびにびくびく震えて、あんっ、また出てます❤\nちゃーんと満足するまで触ってあげますからね❤\nどうぞ道化の手技を楽しみくださいまし～❤,Each time I rub you; your cock twitches and trembles and... Oh! You're letting even more out!❤ I'll keep touching you until you're fully satisfied; okay?❤ Please enjoy this jester's handiwork to your heart's content~❤
道化めのおっぱいがどろどろですよ～❤\n玉のように丸いおっぱい、楽しんでもらえましたか？くすくす❤,Look; you made your jester's boobs all messy~❤ Did you enjoy my big; round funbags? Kehehehe!❤
やぁん、ブーツの下でおちんちんが震えてます～❤\nふみふみすりすりされて、そんなに気持ちよかったんですか？\nくすくす❤,Kyah; your cock is trembling beneath my boot~❤ Does it feel good having your dick ground underneath my foot? Kehehe!❤
わわ、主様、そのカード上級モンスターですか？\nううっ、道化めをコストにしてしまうだなんて、\nひどいですよ、主様ぁ～。,Wah! Master; is that card an advanced monster? Awh man... You're planning on sacrifcing me to summon it; aren't you? Master; that's so mean!
道化めは主様のこと、とっても気持ちよくできますよ？\nだから、わたしをコストになんてしないでください。\nおねがいです～❤主様ぁ❤,Don't you realize how good I can make you feel? Oh; please don't sacrifice me; Master. I'm begging you~❤
例えばほら、このおっぱいを使って・・・、主様の手をむにゅり❤\nその上級モンスターごと挟んでしまいます❤\nどうですかぁ、道化めのおっぱい柔らかいですかぁ～❤,For example; I could take my boobs; and...❤ Wrap them around your hand; trapping that card your holding! Squish~❤ Tell me; Master; can you feel how soft and lovely my big boobs are?❤
ううっ・・・❤,Ugh...❤
ねえ～、主様ぁ❤手の平が気持ちよくて、もうモンスターを出そうとか\nどっちでもよくなってきちゃいましたよね～❤\nあ～ん❤命じてくださればわたくしたっぷりご奉仕できるのにな～❤,Hey; Master~❤ Your hand feels so good between my tits you can't even think of summoning anymore; right?❤ Ahhn~❤ All you have to do is give the order; and I'll service you for real~❤
おねがいです、主様ぁ～❤\n後生ですから道化めをお助けくださいまし～。\nおっぱいでご奉仕させてくださいよ～❤主様ぁ❤あ～ん❤,Please; Master~❤ I'm begging you; please spare your jester such a cruel fate. Let me take care of you with my breasts instead!❤ Master~❤ Ahhn~❤
上級召喚をやめてしまった,Stop the advanced summon
無視して召喚をした,Ignore her and summon the card anyway
あううっ、そんな～。\n・・・ん？主様、そんなに前かがみになってどうしたのですか？,Awwh; no fair! ...Hm? Master; why are you leaning forward like that?
（ううっ・・・❤❤早く召喚しないと・・・❤\n手の平がきもちいいぃ・・・❤くうぅ・・・❤）,(Ugh...❤❤ I need to summon it quickly...❤ But her breasts feel so good wrapped around my hand...❤ Hnng...❤)
あはぁ、道化めはぜんぶ分かりました❤\n強がっていますけど、体は正直なご様子❤\nもう道化めのこと手放したくなくなってしまったのですね❤,Ahaha; no need to say anything. Your jester understands everything now~❤ You're acting tough; but your body is being honest~❤ The truth is; you want to keep me on your team; don't you?❤
それなら、ほら・・・❤\n両側からむぎゅううって強くおっぱい押し付けまして～❤\n主様のお手てにとどめを刺しちゃいます❤,In that case; look...❤ I'll press my boobs together tightly... and hit Master's hand with a finishing blow~❤
わたしをコストにするのをやめてくださいまし～❤\nおねがいです～❤主様ぁ❤\nむにゅううぅ❤,Please stop using me as a tribute~❤ I'm begging you~❤ Master~❤ Squish~❤
はひっ、あっ、あっ、ああっ・・・❤,Hahh; ah; ah; ahhh...❤
くすくす❤手を思いっきり挟んであげたら、\nおちんちんからどろどろのものが出てきてしまいました～❤\nそんなに魔力を出したらもう上級召喚などできませんね～❤,Kehehehe!❤ After I squeezed your hand between my breasts so tightly; your cock started spurting out a bunch of yummy cum~❤ After releasing so much magical power; you won't be able to perform an advanced summon anymore; will you?❤
道化めを助けてくださるだけではなく、\nエナジーまで恵んでぐださるとは何と寛大な主様でしょう❤\n道化めはとってもうれしいです❤にひひ♪,Master is so generous—not only did he spare his jester; but he granted her energy; too.❤ You made me so happy!❤ Ehehe~♪
あううっ、そんな～。\nもっと主様と楽しいことしたかったです。ううう・・・。,Awh; no fair! I wanted to have more fun with Master. Uuugh...
あはぁ、ほんとですか～❤うれしいです、主様ぁ❤\n主様はわたくしのことを優先してくださったんですね～❤,Ahh; really?❤ I'm so happy; Master~❤ You really do care about me~❤
あるじにこんなに大事にされては、\n道化として恐悦至極です～❤\nほらぁ、うれしくてうれしくてしょうがないので～・・・❤,To have Master treat me so preciously... I'm so; so honoured!❤ Look; I'm just so happy I can't contain myself...❤
主様のお顔をおっぱいハグです❤\nだーい好きですよ、主様ぁ❤,I could just give your cute face a big boobie hug!❤ I love you so much; Master~❤
むぐっ、はううぅっ❤❤,Mmph; haaah...❤❤
あっ、あっ、だめ・・・❤❤\nもうっ、あああっ❤❤,Ah; ah; I-I can't...❤❤ Noo; aaaah!❤❤
わわわ、主様、おっぱいハグでイっちゃったんですか？,Wha- Master; did you just cum from my boobie hug?
くすくす❤敵の回し者の道化にそんなに気を許しちゃダメですよ～❤\nおっぱいの中でとろとろになって、体あずけて甘えちゃって。\n可愛らしいですね、主様ぁ❤,Kehehe~❤ You shouldn't let your guard down so easily around an enemy jester like me~❤ Getting all melty in my breasts; leaning into them and acting so spoiled. You're so adorable; Master~❤
くすくす❤道化めのおっぱいに顔を挟まれて、\nお目目がとろーんとしてしまっていますね❤,Kehehe~❤ Your face is buried between my funbags; and your eyes are glazing over~❤
もっともっとしてほしいのであれば、\nどうぞ道化めにご奉仕をお命じください❤\n道化は主様のこといくらでも気持ちよくしてあげますので～❤,If you want me to do more; all you have to do is order your jester to service you~❤ I'll make you feel as good as you want; Master~❤
おやおやぁ❤\n観客さまはおっぱいが大好きなご様子❤\nそれなら、もっともっと道化のご奉仕をお楽しみください～❤,Oh my~❤ Big boobs sure are popular with the audience today!❤ In that case; please enjoy even more of my entertaining techniques~❤
おやおやぁ❤\n主様はおっぱいが大好きなご様子❤\nそれなら、もっともっと道化のご奉仕をお楽しみください～❤,Oh my~❤ Master seems to really love breasts~❤ In that case; please enjoy even more of my entertainment techniques~❤
おやおやぁ❤\nお仲間さまはおっぱいが大好きなご様子❤\nそれなら、もっともっと道化のご奉仕をお楽しみください～❤,Oh my~❤ My friends seem to really love breasts~❤ In that case; please enjoy even more of my entertainment techniques~❤
出すのですか～、どうぞどうぞ❤\n道化めの胸をたくさん汚してくださいまし～❤,Are you going to cum? Go right ahead!❤ Feel free to make a mess all over this jester's chest~❤
おや、これでおしまいですか❤\nかしこまりました～❤,Oh; is that all?❤ Understood~❤
また道化めの胸を楽しみたくなりましたらぁ、\nどうぞお申しつけくださいまし❤\nこの胸でのご奉仕、何度でもしてしあげますので～❤,Whenever you want to enjoy my big funbags again; just let me know~❤ I'll service you with my tits as many times as you'd like~❤
また道化めの胸を楽しみたくなりましたらぁ、\nどうぞ主様にお頼みくださいまし～❤\n主様からのご命令があれば、いつでもパイズリご奉仕いたしますよ～❤,Whenever you want to enjoy this jester's breasts again; just ask Master~❤ As long as he gives the order; I'll gladly rub your cock between them anytime~❤
道化のパイズリは気持ちいいですか、観客さまぁ❤,Are my boobs keeping you well entertained; dear audience member?❤
敵にずりずりされて、おちんちんとっても喜んでますね～❤,Boy; your cock really loves being rubbed by the enemy; doesn't it?❤
道化めのおっぱいで、たっぷり気持ちよくなってくださいまし～❤,Please enjoy my funbags. They make you so happy; don't they?❤
先っぽばかり気持ちよくしたりもできますよ～❤えいえい♪,I can focus all my attention on pleasuring just your tip if you'd like~❤ How's this?♪
張りがある道化おっぱいで、たくさんもてなします～❤,My perky jester tits will serve you plenty~❤
敵のパイズリで骨抜きにされちゃったら大変ですよ～❤,Gee; it would be a real downer if you ended up becoming entranced by an enemy's titfuck~❤
おちんちんイきそうですか？出してもいいですよ～❤くすくす❤,Is your cock about to cum? Go ahead and let it out!❤ Kehehe~❤
ずりずり、むにゅむにゅ～❤,Slide; slide; squish~❤
道化めのおっぱいの重さ、たっぷり感じてくださいまし～❤,Feel the full weight of this jester's breasts~❤
気持ちよすぎてふにゃふにゃですね～❤腰が震えてます～❤,You're getting so weak from how good it feels; huh?❤ Your hips are trembling~❤
演技のテンポをあげまして～❤ずりずりもっと気持ちよくしますね～❤,I'll pick up the pace of my performance~❤ I'll pump my boobs even faster to make you feel even better; okay?❤
あん、観客さまの方から腰を突いちゃってます❤\n我慢できませんか、くすくす～❤,Ah; the audience member is thrusting his hips on his own!❤ Can't hold back anymore; can you? Kehehe~❤
他の仲間たちのことなんて忘れて道化めで気持ちよくなってください～❤,Forget all about your other companions. Just feel good with your loyal jester~❤
パイズリ気持ちいいですか、主様ぁ❤,Does my titfuck feel good; Master?❤
主様のおちんちんとっても喜んでますね～❤,Master's cock looks so happy~❤
わたくしは仲間なので、体の力を抜いていいんですよ～❤,I'm on your side for now; so you can let your guard down completely~❤
おちんちんイきそうですか？出していいですよ、主様ぁ❤,Is your cock about to cum? Go ahead and let it out; Master~❤
主様、ご奉仕パイズリ気持ちいいですか？腰が震えてます～❤,Master; does my titfuck service feel good? Your hips are trembling~❤
あん、主様の方から腰を突いちゃってます❤\n我慢できませんか、くすくす～❤,Ah; Master is thrusting his hips on his own!❤ Can't hold back anymore; can you? Kehehe~❤
パイズリ気持ちいいですか、お仲間さまぁ❤,Does my titfuck feel good; dear comrade? ❤
お仲間さまのおちんちんとっても喜んでますね～❤,My allies cock looks so happy~❤
おちんちんイきそうですか？出していいですよ、お仲間さまぁ❤,Is your cock about to cum? We're friends for now; so go ahead and let it out~❤
ご奉仕パイズリでふにゃふにゃですね～❤腰が震えてます～❤,My titfuck service has made you so weak~❤ Your hips are trembling~❤
あん、お仲間さまの方から腰を突いちゃってます❤\n我慢できませんか、くすくす～❤,Ah; you're is thrusting his hips on his own!❤ Can't hold back anymore; can you? Kehehe~❤
おやおや、主様がされているのはオナニーですか？\nくす、命じてくださればご奉仕をいくらでもいたしますのに～❤\n道化めの体はそんなにエッチだったでしょうか❤,Oh my... Master; are you masturbating? Kehehe; if you'd just given the order; I would've happily serviced you as much as you wanted~❤ Am I really that sexy of a jester?❤
ではでは主様ぁ❤道化めも主様のお手伝いをいたしますね～❤\nオナニーがとっても気持ちよくなるように、\n主様のお耳をお借りしまして、ほら、ふぅー・・・❤,Well then; Master...❤ Let your jester help you out~❤ To make your masturbation feel incredibly good; I'll borrow your ear for a moment and... Here. Haah...❤
はひっ❤あっ、ああっ❤,Hahh!❤ Ah; aah!❤
くすくす❤敏感に反応されていますね、主様ぁ❤\nわざわざ自分でしごきはじめたぐらいです、\nきっとこういう遠まわしな刺激の方がお好きかと思いまして～❤,Kehehe~❤ You're so sensitive; Master~❤ Since you went out of your way to start stroking yourself; I figured you'd prefer this kind of indirect stimulation~❤
どうやら大当たりだったようです❤\n耳元にふぅーってされて、びくびく体を跳ねさせてる主様、\nかわいいらしいですよ～❤,It looks like I hit the jackpot!❤ My master's twitching and jerking from having your ear teased with my breath. How adorable~❤
道化に仲良く体を寄せてもらいながら、しこしこ❤しこしこ❤\nお仲間のマスターたちや多くの人間の命がかかっていますのに、\n耳を甘やかされるのは気持ちいいですね～❤,Just relax and stroke your cock for me~❤ Stroke; stroke; strokes~❤ Even though the lives of your fellow cardmasters and countless humans are at stake; having your ear pampered while your sexy jester presses up against you feels so good; doesn't it?❤
いいんですよ❤わたしは主様の仲間ですから❤\nシコシコして、頭真っ白になって、\n甘えてしまってもよいのです❤,It's alright!❤ I'm your ally; after all. At least for now~❤ Go ahead and jerk off. Let your mind go completely blank; and just indulge in my loving attention.❤
おや、向こうで主様の仲間のマスターたちが何やら言っておりますね～。\n余計な言葉が主様のお耳に入らぬように、\nほら、ふぅーー・・・❤,Oh my; it sounds like the other cardmasters over there are saying something. I'll make sure to keep those unnecessary words from reaching your ears. Here. Haah...❤
道化めの声だけを聞いて、おちんちんをお扱きください、主様ぁ❤\nそうそう上手ですよ～、さすが主様です❤,Just listen to my silly voice and stroke your cock; Master~❤ Yes; that's it. You're so good at this! But I'd expect nothing less from my master!❤
