default,
それにしても、すごく間抜けな顔だね❤\n天上の快楽でだらけきっちゃったその顔・・・。\nわたしを追い詰めていた人とは思えないぐらいカッコ悪い❤くすくす❤,Yet; you look so dumb!❤ Your mind ruined with heavenly pleasures... I can't believe you're the B rank hero hunting us down.
あう・・・。あと一撃でも受けたら、実体を保てなくなりそう。,Ugh... If I take one more hit; I might lose my physical form.
ねえ、お兄さんはそれでいいの？\nあなたのソコを見る限り、\n早く射精したくてたまらないみたいだけど・・・❤,Hey; is this too much for you? Now that you've gotten a taste of paradise; it looks like you're dying to ejaculate as soon as possible...❤
わたしの息を吹きかけられて、じんじんとうずいて仕方ないんでしょ？\nはち切れそうになっているおちんちん、\nわたしの素足で踏んで気持ちよくしてあげてもいいよ❤,My breath on you makes you squirm and tingle; doesn't it? I can make you feel good by stepping on it with my bare feet.
天使の肌ってね、絹よりもずっと触り心地がいいの・・❤\n踏まれて擦られるだけで、腰が抜けるほど気持ちよくなっちゃう❤,Angel skin is more comfortable than silk...❤ Just stepping on your cock and rubbing it directly is enough to make you lose control.❤
ねえ、お兄さんはそれでいいの？\nわたしの肌に一瞬でも触れて、\nその心地よさを理解しちゃったでしょ？,Hey Mister; are you okay with that? You've only touched my skin for a moment; but now you know how comfortable it is; don't you?
天使の肌の、絹よりも心地よい感触・・・❤\nその肌でむぎゅっておちんちんを包まれて、\n射精するまでいじめてほしくない？素直になっていいんだよ❤,The feel of an angel's skin is more comfortable than silk...❤ Mister don't you want me to touch your cock with my feet and tease you until you cum? It's okay to be honest~❤
ほら、そこに寝転んで❤\nわたしの素足で踏みつけて、\nあなたが待ち望んでいた快楽を与えてあげる❤,Come on Mister; lie down there and let me step on you with my bare feet and give you the pleasure you've been waiting for.❤
言われるまま寝転んでしまった,I laid down like she asked.
ぐっ、だめか。\n理性が強いな・・・。,Oh; no. I have to come back to my senses...
くす❤悩んでいる時点で誘惑に乗っているのと同じだよ❤,*Kusu*❤ Nervous? or just flustered? either way you have already fallen for my temptation.❤
ほら、隙だらけのお兄さんを突き飛ばして・・・❤,Here; just try pushing me away...❤
くすくす❤言いなりで地面に仰向けになっちゃうんだ❤\nさすがは下等生物だね❤\n誘惑されたらすぐ負けちゃう❤,*Giggle*❤ You just laid down just like I asked you; so pathetic.
無防備にぴくぴく震えているおちんちんを、\nわたしの足で踏みつぶしてあげる❤\n天上の快楽を楽しんでね❤,I will crush your defenseless and trembling cock under my foot.
はぐ、あうぅっ❤❤,Hagu; ahhh!❤❤❤
ふふ❤心のバリアを解除した状態で踏まれるのは気持ちいいでしょ？\n天使の肌の感触を直接おちんちんで感じるんだもん、\n気持ちよすぎてすぐ射精しちゃうんじゃない？,It feels good to be stepped on with your mental barrier lifted; doesn't it Mister? Can you feel the angelic touch of my flesh against yours? Is it too much to handle?❤
小さい女の子の足に踏まれてるのに、たっぷり感じちゃって、\n情けない喘ぎ声が、あんあん、あんあん❤\n坑道の中に反響しちゃってるね❤,You're being stepped on by a little girl's feet; yet your pathetic moaning is reverberating through the tunnels. How embarrassing...
ほらほらほら❤\nさらに激しくぐりぐりしてあげる❤,Here. Look; look!❤ I'll rub it even harder for you.❤
あぐ、あっ、ああっ❤❤きもちいいっ❤あひぃっ❤❤,Oh; oh; oh; oh!❤❤❤ So Good!❤ Ahi!❤❤❤
ほら、言った通り。もう射精しちゃう❤,See; Mister it's like I said. you're already ejaculating~❤
さっきまで勝てそうだったのにね❤\n敵の女の子に愛撫されて、たいして耐えることもできなくて、\n足裏なんかにみっともなく白いの漏らしちゃう❤,You easily defeated me; yet here you are at my mercy; spraying all over the soles of my feet. Broken; unable to resist my touch~❤
人間の男って弱くて、みじめで、醜い生き物だよね❤\n本当の救いなんて与えなくても、踏んであげるだけで、\n天国にいるみたいに、幸せになっちゃうんだもん❤,Men are such weak; miserable; ugly creatures.
ほら、あなたの生命エネルギーが全部吐き出せるように、\n最後は根元から順々に力を込めて踏んであげる❤\nおちんちんの中からすべて押し出してあげる❤,Look; I'm going to put all my strength into this one. The pressure of my soft heals and dexterous toes will make you spill until there isn't a single drop left...❤ I'll milk you dry~❤
天使の肌に触れられること、\nたっぷり感謝しながら、わたしの足で射精しちゃっていいよ❤\nイケ❤全部出せ❤下等生物❤,Touching angel skin; feel grateful for the pleasure of an angel; Cum!❤ Cum all over my feet...❤ Give it all to me!❤ What a lowly creature...❤
あひぃ、あ、ああ・・・❤❤,Ahhhh; ah; ah...❤❤❤
くすくす❤どろどろに濃いエナジーをこんなに出して、\n足コキされるの大好きなんだね❤マーゾ❤,*Giggle*❤ You have been left completely spent by my footjob. So much high quality mana...❤
玉袋を足指で揉んで、残りを確かめてっと♪\nふふ、揉んだら少し出てきた❤\n大事な場所を指でグニグニとされるの気持ちいいんだ❤へんたい❤,I'll try squeezing your balls with my toes to see how much is left. Oh~ Looks like when I do this you dribble out even more.❤ Do you like it when I squish and knead your cock? Pervert.❤  
くす❤天使の息を感じながらシコシコして気持ちよかった？\n自分から負けちゃうんだもん、理性のかけらもないマスターだね❤,Did you enjoy jerking off while caressed by the breath of an angel?❤ You just can't control yourself; can you? You're a master without a shred of self-control left.❤
くすくす❤恍惚とした顔でわたしのこと見てる❤\n甘くキスしながら息も吹き込まれて、\n天にも昇る心地よさだったでしょ？,*Giggle*❤ Mister you're looking at me with such a wide grin...❤ Between my breath and sweet kisses it must've felt heavenly; right?
わたしの素肌の感触、すごく気持ちよかったでしょ❤\n勝てそうだったところを逆転されちゃったのに、\nそんな蕩け顔しちゃっていいのかな❤くすくす♪,The feel of my bare skin felt amazing; didn't it?❤ Even though you were so close to overtaking me; is it okay to make such a melted face?❤ Hehe♪
ふふ、簡単にどびゅってしちゃったね❤\n天使の足裏に負けた気分はどうだったかな❤\n下等生物くん❤,Hehe; you came so easily; didn't you?❤ How did it feel to lose to an angel's soles?❤ Lowly creature.❤
くすくす❤敏感乳首をさわさわされて、すぐ射精しちゃった❤\n羽が当たるたびに体がびくびく震えてて、\nすっごくおかしかったよ。マーゾ❤, You ejaculated right as I rubbed your sensitive nipples...❤ Your body shaking to the touch of my wings; it was so cute. *Giggle*❤ 
くすくす❤噴水みたいに勢いよく射精しちゃったね❤\n息を吹きかけられただけでこんなに出るなんて、\nおちんちんすっごく弱い❤,*Hehe*❤ You shot it out like a fountain; didn't you?❤ Just a little breath and you came this much—❤ Mister's dick is so sensitive...❤
堕天使の少女に敗れた僕は、エナジーを奪われ地面に膝をついていた。,Defeated by the fallen angel girl; I fell to my knees; deprived of my Energy.
あううっ・・・❤,Ahhhh...❤
ふふ、わたしみたいな小さい子に負けるなんて、\n情けないね❤,I can't believe you couldn't handle a little girl like me.❤
お兄さん、Bランクのマスターなんでしょ？\nBランクって言えば相当強いはずなのに・・・。,Mister; aren't you a B-rank master; I thought B ranks were supposed to be strong....
おちんちんなんかついてるせいで、\n小さな女の子にすら負けちゃうんだもん❤\nいくらわたしが天使だからって、ちょっとカッコ悪い❤,Beaten by a little girl to satiate the needs of your cock...❤ Even if I am an angel; you're such a loser.❤
ううっ、だってすごく気持ちよくてぇ・・・❤,Ugh; it felt so good...❤
息を吹きかけられるの、そんなによかった？\nおちんちんに当たるたびに女の子みたいな声をあげて、\nすごくみっともなかったよ❤くすくす❤,Was it good to have my breathe on your skin? You screamed like a girl every time it hit your penis so embarrassing.
ふふ、素直な反応❤\nわたしの甘いキスで、へろへろになるまで骨抜きにされて、\nすっかりわたしの虜になっちゃったね❤くすくす❤,You've become a prisoner to my sweet kisses. I'll continue playing with you until you are exhausted...❤ *giggle*❤
ふふ、素直な反応❤\nわたしに踏まれて、天使の素肌で骨抜きにされて、\nすっかりわたしの虜になっちゃったね❤くすくす❤,You've become a prisoner to my angelic soles; haven't you Mister?
天使の羽でさわさわされて、おちんちんは膝でぐりぐり❤\nあれがそんなによかったの？\nくすくす❤ほんとマゾなのね❤,Carressed by angel wings as I rub your cock with my knees. such a masochist.
息を吹きかけられただけでそんな蕩けた顔しちゃうんだ❤\n甘い息で骨抜きにされて、\nすっかりわたしの虜になっちゃったね❤くすくす❤,Just one breathe on your face is enough to make you float in ectasy...❤ You are completely captivated by my sweet breath; aren't you Mister?❤ *Giggle*❤
ほら、そんなカッコ悪いお兄さんの命、\nもういらないでしょ？\nわたしが奪い取ってあげる。,See; Mister you don't want that uncool card master life anymore; do you? I'll take it away from you.
あぐぅっ❤,Aggghh!❤
蹴とばされて、寝転ばされてるのに、\nずいぶん嬉しそうな声をあげるんだ❤,You are being stomped helplessly on your back; and yet you sound so happy.
こうやってぐりぐりされるの大好きなんだよね❤\nへんたい❤,You love being groped like this...❤❤ Mister is a real pervert.❤
くすくす❤人間ってほんと下等生物❤\n自立して生きることより、服従することを\nこんなに喜んじゃうんだもん。,Men are such lowly creatures; they are more than happy to be subjugated rather than live independently.
自分が敵わないものに媚びて、何もかも捧げる。\nそれに「信仰」なんて、たいそうな名前を付けて喜ぶ❤\nそんなみっともない生き方に「救い」があると思う？,You pray and offer everything to those you cannot compete with. You give it a grand name; "faith" and rejoice in it.
あるのはせいぜい、強者に弄ばれてみじめに終わる、\nむなしい結末だけ❤,At best; your best case scenario is to end up being used and abused by the truly powerful.
ちょうどそう、生命エネルギーを全部吸われて、\n干からびさせられようとしてる、あなたみたいにね❤\nほらほら❤,Wouldn't you agree Mister? you are about to have all your mana taken away by someone truly stronger than you.
あっ❤あっ❤ああっ❤,Oh; my God!
誰かの足に踏みにじられて、あなたの人生は終わるの❤\nね、悲しい終わり方でしょう？,Your life ends when you are trampled under someone else's feet...❤ Such a cruel fate; isn't it?
それにしては、ずいぶんと恍惚とした顔をしているけれど❤\n搾り殺されるかもしれないのに、バカみたい❤,Yet here you are Mister; grinning ear to ear; Looking so dumb and docile as I squeeze the life out of you.
わたしの素肌、うっとりしちゃうぐらい気持ちいいんだよね❤\n踏まれてむぎゅむぎゅってつぶされて、\nそのたびに頭真っ白になるぐらい感じちゃうんでしょ？,My bare skin feels so good that it makes you swoon...❤  Do you always end up so horny and entranced when a girl presses her feet into you?
