default,
でも、ふふ、その表情を見る限り、\nあまり長くは耐えられないんでしょう？\nやせ我慢はすぐに終わりにさせてあげる…❤,But; fufu; judging by that expression; you won't last much longer; will you? I'll put an end to your stubborn resistance soon...❤
くすくす❤気持ちよく眠りにつけたようね❤\n死神に看取ってもらえて、あなたは幸福だわ。,*Giggle*❤ It seems you've drifted off peacefully.❤ How fortunate for you to be watched over by a reaper.
死の世界から帰ってくるなんて、悪い子…❤,Coming back from the world of death; what a naughty boy...❤
またすぐに逝かせてあげる❤\nほら、こうやってキスしてあげれば魂がとろけちゃうでしょう…？,I'll make you cum again right away.❤ Hora; if I kiss you like this; your soul will melt away; won't it...?
あら、キスされても耐えるだなんて、\nそんなにこの世にとどまりたいの？\nわたしのキス、立っていられなくぐらい気持ちいはずなのに❤,Oh? You endured my kiss again? Do you really want to stay in this world that badly? My kisses should feel so good you can't even stand.❤
往生際が悪いあなたもあとどのぐらい耐えられるのかしらね。\nキスの気持ちよさでびくびくってチンポが震えちゃってる。くすくす❤,I wonder how much longer someone as stubborn as you can resist. Your cock is trembling from how good my kiss feels. *Giggle*❤
死神にキスされると、魂を抜かれてしまうの。,To those who are kissed by a reaper; their soul will be extracted. 
強い意志を持てば耐えられるのだけれど、\nあなたはどうかしら？\nわたしの口づけで蕩けずにいられる？ちゅっ❤,If you have strong willpower you might resist; but what about you? Can you avoid melting from my kiss? *Chu*❤
足でこすられてうれしい？\n気持ちよくないなんて強がってもムダ❤\nこすりつけられるたびに、あなたのチンポ、喜んでる❤,Does being rubbed under my foot make you happy? It's useless to act tough and say it doesn't feel good.❤ Each time I rub against it; your cock rejoices.❤
ストッキングがすべすべしてて、\nチンポの横側なでられるだけで、\nぞくぞくってしちゃうんでしょ？,My stockings are so smooth; just stroking the side of your cock sends shivers through your body; doesn't it?
エナジー出したら動けなくなるのに、\n足先から逃げることができない❤\n足なんかに負けちゃうんだもん。人間ってかわいいね❤くすくす❤,Even though you'll lose the ability to move if you release your energy; you can't even escape my feet.❤ You're actually going to lose to this. Humans are so cute.❤ *Giggle*❤
わたしの細くて白い指、きれいでしょ？\n今からあなたのチンポを握って、\nシコシコ❤シコシコ❤優しく上下にしごいてあげる❤,My slender white fingers are beautiful; aren't they? Now I'm going to grip your cock and stroke it gently up and down.❤
魂を扱うときと同じぐらい、繊細に優しく触ってあげるわ。\nきっとすぐに恍惚としてしまうはず・・・❤\nさあ、夢心地のまま冥界に送ってあげる❤,I'll touch you as delicately and gently as when I handle souls. You'll surely fall into ecstasy right away...❤ Now come; I'll send you to the underworld while you're in a dream-like state.❤
くす❤わたしの脚をじろじろ見て、\n一応わたし死神なのよ？\nエッチな目で見るなんて不敬な子ね❤,*Giggle*❤ You're staring intently at my legs. I'm a reaper you know? Looking at me with such lewd eyes... what a disrespectful boy.❤
ほら、あなたがジッと見ていた脚を押し付けてあげる。\n膝でズボンの上から、ぐり、ぐり・・・❤\nあん❤硬いもののが押し返してくるわ❤,Hora; I'll press against you with the legs you were staring at. Grinding against you through your pants with my knee...❤ Ah~❤ Something hard is pushing back.❤
この硬いものが柔らかくなるまで\nパンパンに詰まった中身を吐き出させてあげる❤\n不敬な子はカラカラになるまで搾り取って、冥府送りよ。くすくす❤,Disrespectful boys get milked dry and sent to the underworld.❤ I'll make this hard thing soft by having you release everything you have stored up inside. *Giggle*❤
スカートの中をちらちら見てるわね。\nでも残念。下にドロワーズを履いているから、\n下着は見えないわ。,You're sneaking glances under my skirt; aren't you? But too bad. I'm wearing drawers underneath; so you can't see my underwear.
それとも下着じゃなくて、ふともものところを見ていたのかしら。\n黒いストッキングとドロワーズの間の、わたしのふともも❤\n体は細いけれど、ここだけはむっちり太くて、気になっちゃうわよね。,Or perhaps you weren't looking at my underwear; but at my thighs instead? My thighs between the black stockings and drawers.❤ My body is slender; but only here is thick and plump; so it catches your attention; doesn't it?
あなたがしてほしいなら、ここでむぎゅっと挟んで、\n気持ちよくしてあげてもいいわよ❤\nふとももで挟んで、左右交互にすりすりって…❤天国を見せてあげる❤,If you want me to; I can squeeze your cock between them here and make you feel good.❤ Trapped between my thighs; rubbing alternately left and right...❤ I'll show you heaven.❤
ふふ、わたしに生命エネルギーを吸い取ってほしいの？\n自分から死を望むだなんて、あなたも変わっているわね❤,Fufu; do you want me to drain your life energy? How unusual for you to wish for death yourself.❤
死を求めるその気持ちに、死神としてちゃんと応えてあげる❤,As a reaper; I'll properly answer that desire for death.❤
くす❤やっぱり魂を抜かれてしまったわね❤\n唇が触れた途端、頭の中がとろんってしちゃったんでしょ？\nそのまま我慢できずに、びゅーびゅーって射精❤,*Giggle*❤ As expected; your soul was successfully extracted.❤ The moment our lips touched; your mind melted; didn't it? Unable to hold back; you came in spurts.❤
くす❤足にこんなにかかっちゃった。\n濃い生命エネルギーが溶け出して、\nあなたはもうこれで終わりね❤,*Giggle*❤ You got so much on my feet. Your thick life energy leaked out; and now you're finished.❤
くすくす❤丁寧に丁寧になでられて、\n少しも我慢できずに射精してしまったわ❤\n濃い生命エネルギーがたっぷり漏れだしちゃってる❤,*Giggle*❤ Stroked so carefully and gently; you couldn't resist at all and ejaculated.❤ Your thick life energy is leaking out in abundance.❤
ふふふ❤膝をこすりつけられて射精しちゃった❤\nこんなにどろどろに出して、\n生命エネルギーが空っぽになるぐらい射精しちゃったわね。,Fufufu❤ You came from having my knee rubbed against you.❤ Spurting out so much thick cum; you ejaculated until your life energy was completely drained.
ふふ❤挟まれて全然持たなかったわね❤\nわたしのふとももがよほどお気に召したみたい❤\n濃い生命エネルギーがこんなにたくさん❤,Fufu❤ You didn't last at all when squeezed.❤ It seems my thighs pleased you greatly.❤ So much thick life energy.❤
ほら、たくさん出したから、まぶたがどんどん重くなってきた…❤\n今からあなたは長い眠りにつくのよ…❤\nおやすみなさい❤あなたに安らかな眠りがあらんことを。ちゅっ❤,Hora; since you came so much; your eyelids are getting heavier and heavier...❤ You're about to fall into a long sleep now...❤ Good night.❤ May you rest in peace. *Chu*❤
くす❤全然逃げようとしないのね。\nそれなら、ほら、上にまたがってあげる・・・❤,Ufufu; you're not trying to escape at all.❤ Well then; hora; I'll straddle you from above...❤
わたしのふとももで押しつぶして、\nあなたの命、もらっちゃうわね。くすくす❤,I'll crush you with my thighs and claim your life. *Giggle*❤
ふふ、射精したいの？\nいいわよ、ふとももに擦られて、\nあなたの生命エネルギー、全部出しちゃいなさい❤,Fufu; do you want to cum? Go ahead; rub yourself against my thighs and release all of your life energy.❤
あん、突きとばしたら危ないわ。\nせっかくあなたのこと椅子にしてあげてたのに、\nふとももに挟まれるのは気に入らなかった？,Ah; it's dangerous to push me away like that. Here I was being nice by letting you be my seat; and you didn't like being squeezed between my thighs?
くす❤チンポがすごくビクビク震えてる・・・❤\n気持ちよくてたまらないのに、我慢してわたしから逃げ出したんだ。\n頑張ってえらいけど、そんなに強がらなくていいのに・・・❤,*Giggle*❤ Your dick is twitching so much...❤ Even though it feels so good you can barely stand it; you tried to run away from me. You're trying so hard and it's admirable; but you don't need to act so tough...❤
わたしの体、気持ちいい？お尻とかさわってもいいよ❤,Does my body feel good? You can touch my ass if you want.❤
ふとももでチンポをすりすりすり❤くすくす❤びくびく腰が動いてる❤,Rubbing your dick with my pillowy thighs~ Squeezing it nice and tight~❤ *Giggle*❤ Your hips are twitching.❤
上にのしかかられて逃げられないね❤気持ちよすぎて力入らない？,You can't escape with me on top of you like this; can you?❤ Does it feel so good that you can't muster any strength?
ほら、わたしのそばに顔を寄せて？横を向いて、ちゅってしてあげる❤,Hora; bring your face closer to me OK? Turn to the side and I'll give you a kiss.❤
戦う気持ち、ふとももに挟まれてどんどんなくなっちゃうね❤,Your will to fight is disappearing more and more as you're squeezed between my thighs; isn't it?❤
ぷにってしてて気持ちいいでしょ。ほら、何回も挟みつぶしてあげる❤,They're soft and squishy; aren't they? Hora; I'll squeeze you over and over.❤
くすくす❤腰が跳ねちゃってる❤逃げるため？それとも気持ちよくなるため？,*Giggle*❤ Your hips are bucking.❤ Are you trying to escape? Or are you trying to feel even better?
あなたの命、ふとももなんかに刈り取られちゃうね❤,Your life is going to be claimed by something as simple as my thighs.❤
先っぽ押しつぶされて、腰から溶けちゃいそうでしょ？ふふふ❤,Your tip is being crushed; and it feels like you're melting from the waist down; doesn't it? Fufufu.❤
戦いはもう終わりにしましょ。だって、射精する方が大事でしょ❤くすくす❤,Let's end this battle. After all; cumming is more important; right?❤ *Giggle*❤
ううっ・・・❤我慢できない・・・❤,Ungh...❤ I can't hold back anymore...❤
くす❤どうしたの？手をそんなところに当てて…❤\nああ、そっか、我慢できなくなっちゃったんだ❤,*Giggle*❤ What's wrong? Why are you putting your hand there...?❤ Ah; I see; you can't hold back anymore; can you?❤
あなたにはわたしの甘いキスをしてあげたものね❤\n蕩けるような口づけをされて、\nくすくす❤理性が溶けてなくなってしまったみたい❤,I did give you my sweet kiss after all.❤ After receiving such a melting kiss from me; *giggle*❤ it seems like your reason has melted away completely.❤
わたしのまとう死の気配に影響されちゃったのかしら。\n男の人は死を感じるとアソコが固くなっちゃうらしいから…❤,Perhaps you were influenced by the aura of death that surrounds me. I've heard that when men sense death; their dicks get hard...❤
敵の前でガチガチになったチンポを、\nしこしこしこ❤\nはぁはぁ言いながら激しくしごいちゃってる❤,In front of your enemy; you're stroking your rock-hard cock; stroke stroke stroke.❤ You're panting and jerking yourself off so vigorously.❤
とても哀れな姿ね❤\n欲望に呑まれてしまったその魂、\nわたしがちゃんと引導を渡してあげる❤,What a pitiful sight.❤ Your soul has been consumed by desire; so I'll properly guide you to the afterlife.❤
見て？唇に手を当てて…❤\nちゅっ❤,Look? I'm placing my hand to my lips...❤ Mwah.❤
はぅうう・・・❤,Haahh...❤
投げキスで魔力を飛ばされて気持ちいいでしょう？\nふふ、口からよだれを垂らして間抜けな顔になっちゃってる。\n魂の深いところにまで、わたしの魔力が染みちゃったのかしら❤,My magic flew to you with that blown kiss and it feels good; doesn't it? Fufu; drool is dripping from your mouth and you're making such a dumb face. Perhaps my magic has soaked deep into your soul.❤
その感じだと、あなたはきっとあと一回で射精してしまうわ。\nたった二回の投げキスで射精させられてしまうの…❤,From what I can tell; you'll definitely cum after just one more. You'll be made to ejaculate from just two blown kisses...❤
でも、耐える必要なんてない❤\n欲に深く染まったあなたの魂は、どのみちもう帰ってこれないもの。\nできるのはただ安らかに眠ることだけ❤,But there's no need to endure it.❤ Your soul; deeply stained with lust; can't return anyway. All you can do now is sleep peacefully.❤
ほら、人差し指を唇に当てて、・・・ちゅっ❤\n最後は軽い投げキスでイかせてあげる❤,Hora; I'll place my index finger to my lips and... mwah.❤ I'll make you cum with one last light blown kiss.❤
あへぇっ・・・❤❤,Aheee...❤❤
くすくす❤気持ちよさそうな射精ね。\nわたしの足にまで飛んできたわ❤,*Giggle*❤ That looked like it felt good. Your cum even flew onto my feet.❤
わたしに逝くところ見ててもらえて、\n最後は投げキスまでしてもらえるだなんて\nとても幸せな最期だったでしょう？うふふ❤,Having me watch you cum and even receiving blown kisses from me... you had such a happy ending; didn't you? Ufufu.❤
あら、あなたもオナニーしてしまうの？\nふふ、こらえ性のない人ばかりなのね❤,Oh my; are you going to masturbate too? Fufufu; everyone here lacks self-control.❤
そういえば、あなたにはわたしの甘いキスをしてあげたわね❤\n蕩けるような口づけの感触がいつまでも残って・・・。\n投げキスで射精した仲間がうらやましくなっちゃった？,Come to think of it; I did give you one of my sweet kisses.❤ The sensation of that mind-melting kiss lingers on your lips... Are you jealous of your companion who came from just a blown kiss?
仲間が自滅して、命の危機を感じちゃった？\n男の人は死を感じるとアソコが固くなっちゃうらしいから…❤\nそれとも単にうらやましくなったのかしら❤,Did seeing your companion's downfall make you fear for your life? They say men get hard when they feel death approaching...❤ Or are you simply jealous?❤
その媚びるような目、とても哀れな姿ね❤\nあなたも投げキスを受けたいんでしょう？\nわたしの魔力がこもった、脳を蕩けさせる甘い魔法❤,Those pleading eyes of yours—such a pitiful sight.❤ You want to receive a blown kiss too; don't you? My magic-infused spell that melts the brain with its sweetness.❤
浅ましい欲望に呑まれてしまったその魂、\nわたしがちゃんと引導を渡してあげる❤,Your soul has been consumed by shameless desire; so I'll be sure to give you a proper send-off.❤
唇に手を当てて…❤\nんっ・・・ちゅっ❤,I'll place my hand to my lips...❤ Mm... *smooch*❤
あひぃぃ・・・❤,Ahiii...❤
くすくす❤当たった途端にそんな幸せそうな顔しちゃって。\n口からよだれを垂らして、ほっぺたも緩み切って、とてもだらしないわ❤\n魂の深いところにまで、わたしの魔力が染みちゃったのかしら❤,*Giggle*❤ Look at that blissful expression the moment it hit you. Drool dripping from your mouth; your cheeks completely slack—how unseemly.❤ Has my magic seeped all the way into the depths of your soul?❤
その感じだと、あなたはきっとあと一回で射精してしまうでしょうね。\nたった二回の投げキスで射精させられてしまうのよ…❤,By the looks of it; you'll cum after just one more. Just two blown kisses is all it takes to make you ejaculate...❤
あう、あへぇっ・・・❤❤,Aah; aheee...❤❤
わたしに逝くところ見ててもらえて、\n最後は投げキスまでしてもらえるだなんて、\nとても幸せな最期だったでしょう？うふふ❤,Having me watch as you came; and even getting a blown kiss at the end—what a happy way to go; don't you think? Ufufu.❤
あうう・・・。\nわたしにこれだけダメージを与えるなんて、あなた強いのね。,Auuu... You're quite strong to deal me this much damage.
ほら、とどめを刺すなら刺しなさい。\nでも、そうね、最後の記念に、あなたにサービスしてあげる。,Go ahead; finish me off if you're going to. But before that; I'll give you one last treat as a parting gift.
脚をゆっくり開いて、ほら・・・❤\nわたしのパンツ、見てもいいわよ❤,I'll slowly spread my legs; look...❤ You can stare at my panties.❤
ん？ドロワーズのせいで見えにくい？\nなら、指をここにかけて・・・。こうすれば隙間から見えるでしょ？\nわたしの黒い下着❤とどめを刺す前にゆっくり楽しんで？,Hm? Hard to see because of my drawers? Then I'll hook my finger here... See? Now you can peek through the gap; right? My black underwear.❤ Take your time enjoying it before you finish me off?
視線を外して攻撃した,Look away and attack!
パンツに視線を吸い寄せられてしまった,Focus on her panties...
きゃ！ううっ、油断もしないなんてほんとに強い・・・。,Kyah! Ugh; you really are strong to not let your guard down...
くす❤少しでも見ようと必死になってかわいいのね❤\nでも背後が隙だらけ。\nわたしの鎌が後ろに回り込んでいることにも気づかない…♪,*Giggle*❤ You're so cute desperately trying to get even a glimpse.❤ But your back is wide open. You didn't even notice my scythe circling behind you...♪
鎌を引いて、あなたを切り取ってあげる。えいっ❤,I'll pull my scythe and cut you down. Eei!❤
痛くなくて驚いた？\nこれは魂を刈り取る鎌だから、肉体にダメージはいかないの。\nでも、これであなたの魂はわたしのもの❤,Surprised it didn't hurt? This scythe reaps souls; so it doesn't damage the body. But now; your soul belongs to me.❤
ほら、ここにある白いかたまりが魂よ❤\nこれを優しく両手でこねてあげる❤,Look; this white mass here is your soul.❤ I'll gently knead it with both hands.❤
はぐぅううっ・・・❤,Haguuuuh...❤
くすくす❤魂を握られるのって気持ちいいでしょう？\nわたしの手の感触が全身を包み込んできて、\nそのまま、もみもみもみ・・・♪,*Giggle*❤ Feels good having your soul squeezed; doesn't it? The sensation of my hands envelops your entire body; and just like that; I'm kneading and kneading...♪
肩もお腹も、あなたのチンポも、\n一緒に手の平にもみこまれて、\n体中がうっとり気持ちよくなっちゃう❤,Your shoulders; your stomach; and your cock—all kneaded together in the palm of my hand; making your whole body feel delightfully euphoric.❤
どれだけ大きい体があっても、こうなっちゃえば関係ないの。\nわたしの手の平の中で、喘いで悶えることしかできない❤\nね、恍惚感に抗えないでしょ？うふふ❤,No matter how big your body is; once you're like this; it doesn't matter. All you can do is moan and writhe in the palm of my hand.❤ You can't resist this ecstasy; can you? Ufufu.❤
あうっ、ああっ・・・❤なに、これ、きもちいい・・・❤❤❤,Aah; aaah...❤ What is this; it feels so good...❤❤❤
ふふ、もう武器も持てないね❤\n早く止めないと、あなたの魂、わたしに呑み込まれちゃうわよ❤,Fufu; you can't even hold your weapon anymore.❤ If you don't stop me soon; your soul will be devoured by me.❤
口の中に入れられたら、どんな気持ちよさだと思う？\n舌でチンポだけを舐められるのと、全然比べ物にならないの❤,What do you think it would feel like if I put it in my mouth? It's nothing compared to just having your cock licked by a tongue.❤
脚も腕も体中ぜんぶ力が入らなくなって、\nその場にへたぁってへたり込んじゃって、\nそのままドロドロって漏らすように射精してしまうの❤,Your legs; your arms; your whole body loses all strength; you'll collapse right there on the spot; and then you'll leak out your cum in a helpless orgasm.❤
あなたが射精したら、それに合わせて\nごくんって魂を飲み込んであげる❤\nまずは口の中へ。あーむ・・・❤,Once you ejaculate; I'll swallow your soul in along with it.❤ First; into my mouth. Ahmph...❤
あひっ、あふっ、あへえぇ・・・❤❤あっ、ああっ、からだじゅうが舐められて・・・❤❤❤,Ahn; ahfu; aheee...❤❤ Ah; aah; my entire body is being licked...❤❤❤
んふふ❤おいしい味がするわ❤\n強い人の魂っていい味がするのよね❤味わうために舌で転がして・・・❤\nんっ、れろっ、んれ、えろ❤,Mmfufu~❤ You taste delicious.❤ Strong souls have such a wonderful flavor; you know.❤ I'll swirl my tongue around this dick savor you properly...❤ Mm; *lick*; mmre; *slurp*❤
ふふ、びくびく痙攣して、地面に倒れこんじゃった。\nもう出しちゃうのね❤んっ、えろれろっ❤\nわたしに食べられちゃうわね❤,Fufu; you're twitching and convulsing on the ground! You're going to cum soon; aren't you?❤ Mm; *slurp slurp*❤ It's OK. I'm going to devour you.❤
いいわよ・・・❤出しなさい❤\nあなたの魂わたしに呑み込まれちゃいましょ？\nほら舌を細かく動かして…❤んむ、もぐもぐ、れろえろれろれろ❤,Go ahead...❤ Cum for me.❤ Let your soul be swallowed by me. Come now; I'll move my tongue in intricate patterns...❤ Mmm; *munch munch*; *lick slurp lick lick*❤
はぐあっ、あっ、あああっ❤❤❤,Haguah; ah; aaah❤❤❤
あひっ、あへぇあぁ・・・・❤❤,Ahi; ahee aah....❤❤
んっ、出したわね❤それじゃ、ごっくん❤,Mm; you came; didn't you?❤ Now then; gulp.❤
んふふ、おいしい…♪\nもう聞こえてないだろうけど、あなたの魂ちゃんと体に取り込んで、\n大事に使ってあげる❤,Mmfufu; delicious...♪ You probably can't hear me anymore; but I'll properly absorb your soul into my body and put it to good use.❤
女の子に存在ごと食べてもらえるなんて、うれしいでしょ？\nくすくす❤,You must be happy to be consumed entirely by a girl; right? Ahuhu.❤
あんなに射精したのに、まだビクビク痙攣してる❤\n投げキスの気持ちよさ、なかなか抜けないみたいね。\nくすくす❤,You came so much; yet you're still twitching and convulsing.❤ The pleasure from my blown kiss doesn't seem to be fading. Ahuhu.❤
ふふ、呆けた顔で何もないところを見てる…❤\n魂を取られて何も考えられないのね❤\nかわいい❤,Fufu; you're staring blankly into space with that dazed expression...❤ With your soul taken; you can't think about anything; can you?❤ How cute.❤
Bランクマスターって言ってもたいしたことないのね。\n盗賊退治に来た村の男たちと変わらないわ。\nくすくす❤,For a B-Rank Master; you're nothing special. You're no different from the village men who came to hunt down bandits. Ahuhu.❤
くす❤足にこんなにかかっちゃった。\n濃い生命エネルギーがおいしいわ❤,*Giggle*❤ You got so much all over my feet. Your thick life energy is delicious.❤
ふふふ❤膝をこすりつけられて射精しちゃった❤\nこんなにどろどろに出して、\n体が動かせなくなるぐらい射精しちゃったわね。,Fufufu❤ You came just from rubbing against my knee.❤ You came so much thick gooey cum that you can't even move your body anymore.
ふふ❤挟まれて全然持たなかったわね❤\nわたしのふとももがよほどお気に召したみたい❤\n濃い生命エネルギーがこんなにたくさん♪,Fufu❤ You couldn't last at all between my thighs; could you?❤ You must have really liked my thighs.❤ So much thick life energy♪
死神の少女に敗れた僕は、エナジーを奪われ地面に膝をついていた。,Defeated by the reaper girl; I had my energy stolen and was kneeling on the ground.
うぐうっ・・・❤,Uguu...❤
くす❤敗北を恥じることはないわ。\n人間じゃ、わたしに勝てないのも当然だもの。\nわたしは死神。人よりも遥かに上位の存在なのよ。,*Giggle*❤ You needn't be ashamed of your defeat. It's only natural that a human couldn't beat me. I'm a reaper. I'm an existence far superior to humans.
それにしても、あなたの魂・・・。\n魔力がたっぷりこもっていておいしそうね。\n冥界に送る前に、ちょっと味見をしてもいいかしら。,That aside; your soul... It's brimming with magical power and looks delicious. Before I send you to the underworld; may I have a little taste?
ほら、わたしのキスで、あなたの魂を吸い出してあげる・・・❤\nんっちゅ・・・❤,Come; with my kiss; I'll suck out your soul...❤ Mmchu...❤
あっ、あっ、ああぁ・・・❤,Ah; ah; aaah...❤
んふ❤自分の中から何かが抜け出ていくのを感じる？\nあなたの魂がゆっくりゆっくり・・・、わたしに吸い出されているの。,Mmfu❤ Can you feel something being pulled out from within you? Your soul is slowly; ever so slowly... being sucked out by me.
魂は強く体に結び付いているから、心を強く持って抵抗すれば\n吸われないで済むものなのよ。\nでも・・・❤,Souls are strongly bound to the body; so if you keep your mind strong and resist; you can avoid being sucked out. But...❤
あなたみたいにもうメロメロになっちゃっている場合、\nんっ、むちゅ・・・❤きっと抵抗なんてできないわ❤,In a case like yours where you're already head over heels; mm; *smooch*...❤ you definitely can't resist.❤
わたしに吸われるがまま、気持ちいいのに流されて、\n魂を引き抜かれちゃう❤,While your cock is being sucked... Just let the pleasure flow... I'll pull your soul right out.❤
ほら、どんどん口の方に上がってきた❤\nBランクのマスターのくせに簡単に吸い出されちゃうわね❤\n唇でちゅぷちゅぱって甘くついばまれて、体中から力が抜けて・・・。,Hora; it's rising up toward your mouth more and more.❤ For a B-Rank Master; you're being sucked out so easily.❤ Sweetly nibbled at with my lips going *chu chu*; all the strength draining from your body...
全部わたしに奪われちゃう❤\nくすくす❤ほら、おいで、かわいい魂さん❤\nんっ、むちゅ❤ちゅぷ、んっ❤,Everything will be stolen by me.❤ Ahuhu❤ Come; come to me; cute little soul.❤ Mm; *smooch*❤ *Slurp*; mm❤
あひぃ・・・・❤,Ahhhh....❤
あら、魂をとられるのと同時に射精しちゃったの？\nふふ、頭の中ふわぁってなって、\n絶頂したときみたいに気持ちよくなっちゃったのね❤,Oh my; you came at the same time your soul was taken? Fufu; your head went all fuzzy; and you felt as good as if you were climaxing; didn't you?❤
どう魂を抜かれた感覚。すべてにもやがかかって、\n頭の中がずっとふわふわしているでしょう？,How does it feel to have your soul pulled out? Everything's hazy; and your head feels all floaty; right?
魂がここにある限り、\nもうぼんやりとしか私の言っていること分からないと思うけれど、\nこの魂、どうしてほしい？,As long as your soul is here; you probably can only vaguely understand what I'm saying anymore; but what do you want me to do with this soul?
白いふわふわとしたこの塊を撫でてあげると、\n全身気持ちよくなれるのよ。ほら、まずはわたしの長い指で\nさわさわさわ・・・❤,When I stroke this white fluffy mass; your entire body feels good; doesn't it? Hora; I'll show you with my long fingers; *stroke stroke stroke*...❤
あふ、ふあぁ・・・・❤❤,Afu; fuaaa....❤❤
ふふ、なでるたびに体が跳ねて面白い❤\nまるで糸をわたしに繰られているあやつり人形ね❤,Fufu; your body jumps every time I stroke it—how amusing.❤ You're like a puppet being controlled by strings I'm pulling.❤
肩も首も、お腹も腰も・・・❤\n全部同時になでられてるみたいで、まるで天国でしょう？,Your shoulders; your neck; your stomach; your waist...❤ It feels like everything's being stroked all at once; like paradise; doesn't it?
もちろんおちんちんも、\n神経にそのまま触られてるみたいに、\n快感がずんって深いところに響いてきて、とっても気持ちいいはず❤,Of course your dick too; it's as if your nerves are being touched directly; the pleasure resonating deeply within you—it must feel incredibly good.❤
魂を取られたら、もう人間はわたしに逆らえないの。\n隷属の呪文を刻んだりする必要もないわ。\nだって…❤この快感を知ってしまったら、もう戻れないもの❤,Once your soul is taken; humans can no longer defy me. There's no need to carve subordination spells. Because...❤ once you know this pleasure; there's no going back.❤
ふふふ❤ほら、両手で握って、１０本の指で、\nむぎゅむぎゅ・・・❤すりすりすり♪,Fufufu❤ Hora; gripping it with both hands; with all ten fingers; *squeeze squeeze*...❤ *rub rub rub*♪
あへぇ❤あふ、ああぁ・・・・❤❤,Ahiee...❤ Afu; aaaa....❤❤
あは、また射精しちゃった❤,Aha; you came again.❤
わたしさっきからチンポには一回も触れてないのだけど、\nそれなのにこんなドロドロになるまで射精させられちゃうわね❤,I haven't touched your cock even once this whole time; and yet you've ejaculated so much that it's become all sticky.❤
ほら、魂を今度はふとももで挟んであげる❤\nむぎゅうって押しつぶされて、昇天してしまいなさい❤,Now then; I'll squeeze your soul between my thighs.❤ You'll be crushed as I press down on you—ascending to heaven.❤
あひぃ、あっ、ああっ・・・・❤,Ahii; ah; aah...❤
全身があたたかい感触につつまれて幸せよね❤\nわたしのむっちりしたふとももに挟まれて、\nチンポもたまらなく気持ちいいでしょ？,Your whole body is wrapped in such a warm sensation—it feels wonderful; doesn't it?❤ Being sandwiched between my thick thighs; your cock must feel incredibly good; right?
この状態でふとももをすりすり擦り合わせたらどうなると思う？\nもうだいぶ壊れちゃってるあなたの心、\nきっと、もっとぐずぐずになって取り返しがつかなくなるわ❤,What do you think will happen if I rub my thighs together in this state? Your mind is already quite broken; I'm sure it'll become even more of a mess—beyond repair.❤
でも、キスで骨抜きにされて、魂を抜かれた時点で、\nこうなることは決まっていたの。\nキスなんかで蕩けてしまった、弱いあなたのせいね❤,But the moment I made you weak with my kiss and sucked out your soul; this outcome was already decided. It's your fault for being so weak that you melted from just a kiss.❤
ほら、ふとももをぎゅって寄せながら、\n左右交互にすりすりすり❤\n魂を押しつぶしてあげる❤,Now then; as I press my thighs together tightly; I'll rub them back and forth alternately.❤ I'll crush your soul.❤
全身をふとももにこすられて、つぶされて、\nチンポもむぎゅうって気持ちよく圧迫されて、\n天国を味わいなさい❤,Your whole body rubbed and crushed by my thighs; your cock squeezed so pleasurably—savor this heaven.❤
