default,
また射精したいですか？\nエナジーを女のモンスターに搾り取ってほしいですか？,Do you want to cum again? Do you want a female monster to milk the mana out of your dick again?
我慢すればきっと、今日はまだバトルができますけど、\nたくさん出しちゃうと、今日一日もう動けなくなっちゃいますね❤,I'm sure if you do your best; you'll be able to battle again today; but if you shoot out a lot; then you might not be able to move anymore until tomorrow.❤
それでもおちんちんからびゅーってしたいですか？\nしこしこしこ❤しこしこしこ❤,But your dick still wants to blow it's load though right? It can barely think of anything but comming as I stroke and rub it~❤ Pump pump pump~❤
あは、こするたびにとっても元気に跳ねちゃってます❤\nおちんちん気持ちいいんですね❤\nどうします、射精します？,Aha! It twitches so energetically whenever I rub it.❤ Your dick is feeling really good; huh?❤ What will do you? Are you going to cum?
ほら先っぽが膨らんで、イく準備万端です❤\nこの膨らんでるカリのところをごしごしごしってされたら、\n頭まっしろですよね❤,Look; the tip of your dick is already swelling; which means it's preparing to blow it's load~❤ If I were to rub the tip of your dick right now; your mind would go blank; you know?❤
出していいですよ❤マスターさん❤\nわたしのおっぱいめがけて、白い精液かけてください❤\nしこしこしこしこ❤,Go on and cum; Cardmaster~❤ Cover my tits with your white semen~❤ Stroke stroke stroke~❤
うふふ❤たっぷり出しちゃいましたね❤\n二回目なのにすごく濃くて、魔力もおいしいです❤,Ufufu~❤ You let out a large amount of semen~❤ It's really thick for a second time; and full of delicious magical power too!❤
それじゃこの精液も吸収してっと・・・❤,Now; to absorb this semen too and...!❤
えへへ、わたしまた強くなっちゃいました❤\nほらぁ、あなたが出せば出すほど、どんどん強くなって、\n手コキもパイズリももっと気持ちよくなっちゃいますよ❤,Ehehe. I became even stronger!❤ Hora. The more you ejaculate; the stronger I get; and the better my hands and tits will feel around your dick~❤
気持ちよすぎるのがいやなら頑張って逃げてください❤\nまあ逃げたくなんてないと思いますけど❤,You'd better do your best to run away if you don't wanna have your mind go blank everytime I touch your dick~❤ Not that you'd ever want to run away in the first place.❤
だってその顔。くすくす❤\nとっても蕩けて、「もっと気持ちよくしてぇ」って表情になってます❤\nおちんちんしこしこ、またしてほしいんですよね❤,I can tell just by looking at you; kuhuhu.❤ Your drooling slutty face screams "make me feel good~"❤ I can tell your dick is just aching to be stroked and massaged again.❤
それじゃ空っぽになるまでたくさん射精しましょうね❤,Now then; let's keep ejaculating until you're all nice and empty; OK?❤
今日はこれでバトルはおしまいです❤\nカードを１枚も使えなくなるぐらい魔力を出して、\nぜんぶわたしに食べさせてください❤,This is the end of your battling for today; so please shoot out your magical mana until you can't summon even one card; so I can eat it all up❤
しこしこしこ❤しこしこしこ❤\nあはは、また膨らんできましたよ❤,I'll keep stroking your spent dick and massage every muscle with my dexterous fingers~❤Your balls; shaft; underside; tip... No place is safe from my loving hands~❤ Aahaha! You're dick is already starting to swell right up again~❤
こんなに早くイキそうになるなんて、\nわたしの手コキ、好きになっちゃいましたか？,I can't believe your dick is already on the verge of cumming again. Have you fallen in love with my handjob technique?
わたしはどんどん強くなるのに、\nあなたは逆にどんどん弱くなっちゃいますね❤,Even though I'm getting stronger and stronger; you only seem to be getting weaker and weaker; huh?❤
ほら、ちょっと早くしごいてあげれば、すぐ射精しちゃう❤\nくすくす❤簡単にイってくれる男の子は好きですよ❤\n出して、出して❤,Hora; I bet if I stroke you a little faster; you'll end up cumming immediately.❤ *Giggle*❤ I love it when boys cum easily.❤ Come on; cum~ Cum~❤
こうして僕は気絶するまで精を搾りとられてしまったのだった。,And so; semen was milked out of my dick until I passed out.
