default,
少女は急に僕の頭を掴むと、濃厚なキスをしてきた。人目がある場所だというのに、そんなことおかまいなしに舌をからめ、とろけるような快感を味合わせてくる。,The girl suddenly grabbed my head and gave me a deep kiss. Despite being in a public place; she didn't care at all as she entwined her tongue with mine; making me feel a melting pleasure.
んふふ、わたしのキス、気持ちいいでしょー❤,Mfufu; my kisses feel good; don't they?❤
お兄さんみたいに女慣れてしてない人なら\nキスだけでイかせることもできるよ？\nこうやってお兄さんの舌をわたしの舌で捕まえてぇ❤,Did you know? When I capture a man's tongue and entwine it with mine like this... I can make someone with no experience with woman like you cum just from kissing~❤
える、えれ、えろぉ…❤　\nんっ❤ふふ、一方的にお口の中弄ばれちゃうねー❤\n気持ちよくて反撃できないでしょー。,Slurp; slurp; sluuurp…❤ Mmm.❤ Fufu; your mouth and tongue is under my control now~❤ It feels too good to fight back; doesn't it?
周りの目が気になる？そんなこと考えている余裕なくしてあげる。\nほら、約束通り手コキも追加してぇ❤,Oh; are you worried about people watching? I can make you forget all about that~ Here; I'll stroke your cock; as promised.❤
しこしこ❤　しこしこ❤\nちょっとキスしただけでギンギンになっちゃう雑魚チンコ、\nしこしこしこ～❤,Stroke stroke.❤ Stroke stroke.❤ Your pathetic little cock is getting rock hard just from a little kissing; stroke stroke stroke~❤
あひぃっ…❤,Ahhh...❤
あは、雑魚って言われて喜んじゃっているじゃん❤\nお兄さんマゾなんだぁ❤だろうと思ったー❤,No way. You're actually happy being called a weakling; aren't you?❤ Just as I thought. I knew you were a masochist.❤
見てたら雰囲気で分かるんだよね、\nあ、この人マゾっぽいなぁって❤\n女の子を見るときの感じがぁ、ちょっと挙動不審なの。,I can always tell from the atmosphere; you know? Like; "Ah; this person is definitely a masochist behind closed doors.❤" The way you look and act around girls is mega sus.
マゾの人はわたしにとっていいカモ♪\nお兄さんとわたし、相性バッチリだね❤\nくすくす❤,Masochists are such easy prey for me~♪ Which makes you and I perfectly compatible.❤ *Giggle*❤
あ、カモとか言われたら傷ついちゃう？\nんふふ、それじゃ キスしよっか❤,Oh; does it hurt your feelings to be called "prey"? Mhmm; then let's kiss instead.❤
だってぇ、キスしてたらバカにされて悔しいとか、\nそういうの、どうでもよくなっちゃうんだよ。んっちゅー❤,Because when we're kissing; all those feelings of frustration from being made fun of… they just fade away; don't they? Mmchu~❤
はふぅっ…❤,Ha...aah…❤
キスしながらしこしこ❤しこしこ❤\nんっちゅ、ちゅっ、えろー❤,Pumping your cock while kissing~❤ Thrusting your hips while embracing each other~❤ Mmchu; chu; so erotic~❤
あっ、ああっ…❤もうっ…❤,Ah; aah…❤ Ooh I'm gonna…❤
もうイっちゃいそうなの？\nんふふ早いねー、マゾお兄さん❤,Are you already about to cum? Mhmm; so quick; mr. masochist.❤
わたしにしこしこされてぇ、カリ首の弱いところとか\nこうやってしゅっしゅっていじめられて、\nすぐに出しちゃうんだ❤,Getting stroked by me and having your sensitive tip teased and gently pinched like this will cause you to end up cumming right away.❤
でもここでおしまい❤,But this is where we stop.❤
え、あっ、ああっ…❤なんでっ…❤,Eh? Ah; aaah…❤ Why…?❤
だって、バトルと関係ないところでイかせても\nポイントにならないんだもん❤,Because making you cum outside of battle won't earn me any points.❤
お兄さんはわたしがギルドランクを楽にあげるための、\nただの道具になってね❤　くすくす❤,You're just a tool for me to easily raise my guild rank.❤ *Giggle*❤
ちぇ、意固地なの。人生損だよ？\n楽しそうなことには流されておいたほうがいいと思うなぁ❤,Tch; you're so stubborn. You should learn to live a little. Don't you know it's better to go with the flow when something seems fun?~❤
まあいいや、それならわたしとバトルしようよ。\nわたしはムニン、E級のカードマスターなの。,Oh well; let's battle then. I'm Munin; an E-rank Card Master.
その指輪、お兄さんもわたしと同じEランクでしょ？,That ring means you're E-rank too; right?
わたしのゴーレムデッキでコテンパンにしてあげるね❤,I'll beat you to a pulp with my Golem deck.❤
やっほー。この間はわたしが負けちゃったけど、また勝負しない？,Hey there~ I may have lost last time; but want to have another match?
もちろん、最初にシコシコしてからのスタート❤\nえ、同じ手は二度通用しないって？,We'll start after I jerk you off first; of course.❤\nWhat? You say the same trick won't work twice?
くすくす❤わたしに気持ちいいことされたくてぇ、\nお金払っちゃったようなお兄さんは、\nそれが罠だってわかってても気持ちいいのには逆らえないと思うなぁ❤,Giggle~❤ I think somone who paid money for a good time with me won't be able to turn down a little pleasure; even if he knows it's a trap.❤
こうやってズボンの上からカリカリしてあげるだけで、\nもう手コキしてほしくて頭いっぱいになっちゃうでしょ？\nマゾだもんねー、お兄さん❤,Why I bet just running my nails against your dick through your pants like this makes your head fill with thoughts of wanting a handjob; doesn't it? You're such a masochist.❤
今度はハンデちょうだいよ。\nこの間は断られちゃったけど、今度はイ・イ・コ・トしてからのスタート❤\nどう？いいでしょ？,Come on~ Give me a handicap just this once. You refused before; but this time let's start after I... Pump~ Your~ Dick~❤ How about it? Sounds nice; right?
お兄さんとっても強いからぁ、\nバトル前にわたしに卑怯な手コキをされても大丈夫だよぉ❤\nきっと勝てるよ❤,You're so strong; so even if I gave you a sneaky handjob before our battle; you'd be fine.❤ I'm sure you'll still win.❤
キスしながらたくさん気持ちいいことしてあげるからぁ…❤\nね、いいでしょ？おねがーい❤,I'll give you a kiss and make you feel really good…❤ Well? Sounds good; right? Come on—❤
されるがままになってしまった,Go along with her suggestion
彼女の提案を断った,Reject her offee
やっほー。マゾのお兄さん、また会ったねー。,Hey there~ Mr. Masochist; we meet again—.
この間みたいに勝負の前にイ・イ・コ・トしてからのスタートにする？\nあは、そんなにバカじゃないかな？,Should we start with some f-u-n before our match like last time? Aha; you're probably not that stupid; right?
無防備な体を一方的にシコシコされてぇ、イク寸前の状態でスタート❤\nもしそうなったらきっとまたすぐに負けちゃうよねー❤,Having your defenseless body stroked one-sidedly; starting the match on the edge of cumming...❤ If that happened; you'd surely lose right away again; wouldn't you?❤
でも、お兄さんのチンコは気持ちいいことされたくて\nおっきくなっちゃってるみたい❤\nチンコはバカだもんね、お兄さんの理性とは全然違うよね。,But it seems like your cock wants to feel good; getting all big and hard.❤ Cocks are so stupid; totally different from your rational mind~
くすくす❤\nで、どうする？バカな選択しちゃう？,*Giggle*❤ So; what will you do? Make the stupid choice?
この間は断られちゃったけど、\n今度はイ・イ・コ・トしてからのスタートにしよっか。,You turned me down last time; but this time let's start with some p-l-e-a-s-u-r-e.
どうせお兄さん負けちゃうんだし、別にいいでしょ？\nバトル始める前から気持ちいいことしようよぉ❤,You're going to lose anyway; so what's the harm? Let's do something that feels good before we even start the battle.❤
うそぉ、わたしが負けちゃうなんて…。\nさすがは上位ランクのカードマスター…。,No way; I lost…? I should have expected as much higher-ranked Card Master…
あはは、わたしの勝ちだね。\nお兄さん上のランクなのに、わたしなんかに負けちゃって恥ずかしい❤,Ahaha; I win! You're a higher rank than me; how embarrassing to lose to someone like me.❤
んー？ずるい？なんのことかなぁ❤\nわたしはただお兄さんのおねがいを聞いてあげて、\nイイコトしてあげただけだよ？くすくす❤,Hmm? Cheating? What are you talking about?❤ I just listened to your request and gave you some pleasure; that's all! Giggle❤
うそぉ、わたしが負けちゃうなんて。\nくやしい…。うぐぐ。,No way; I can't believe I lost. How frustrating… Ugh.
あは、わたしの勝ちだね❤楽勝な勝負をありがと❤,Aha; looks like I win!❤ Thanks for the easy victory~❤
あは、わたしの勝ちだね。ゴーレムデッキ強かったでしょー。,Aha; I win. My golem deck was pretty strong; wasn't it?
あは、理性よわーい❤\n罠だろうなぁって分かっているのに、イ・イ・コ・トされちゃうんだー❤,Ahaha; your willpower is so weak.❤ Even though you know it's a trap; you still let me do naughty things to you.❤
あ、もちろんお金は取るよ。当たり前だよね？\nほら、キスしながら手コキしてあげる❤,Of course I'm going to charge you money. That's only natural; right? Here; I'll give you a handjob while kissing you.❤
ムニンは僕の頭を掴むと、濃厚なキスをしてきた。人目がある場所だというのに、そんなことおかまいなしに舌をからめ、とろけるような快感を味合わせてくる。,Munin grabbed my head and gave me a deep kiss. Despite being in a public place; she intertwined her tongue with mine without a care; giving me a taste of that sweet; mind melting pleasure.
わたしにメロメロのお兄さんならぁ、快感も倍増しちゃうよね❤\nこうやってお兄さんの舌をわたしの舌で捕まえてぇ❤,Since you're already basically in love with me; your pleasure will be doubled~❤ I'll capture your tongue with mine like this.❤
える、えれ、えろぉ…❤\nんっ❤ふふ、一方的にお口の中弄ばれちゃうねー❤\n男のくせに気持ちよくてされるがままー❤,Mmm give me your tonuge~ That's it~❤ Mmm.❤ Fufu; you're just letting me have my way with your mouth; aren't you?❤ Despite being a man; you're already melting away.❤
あは、雑魚チンコって言われて喜んじゃっているじゃん❤\nお兄さんやっぱりマゾだよねぇ❤強がっても無駄❤,Aha; look at you getting all flustered when I call it your pathetic little cock.❤ You really are a masochist; aren't you?❤ No use trying to act tough.❤
女の子にちょっと本気で責められたら、\n喘ぎ声止まんなくなっちゃうのがマゾっていう生き物❤\n我慢なんてできっこないの❤,A masochist is the type of being who can't stop moaning when a girl goes all out in teasing him.❤ Don't bother trying to fight it~❤
マゾの人はわたしにとっていいカモ♪\nお兄さんとわたし、相性バッチリだね❤くすくす❤,Masochists are such easy prey for me~♪ Which makes you and I perfectly compatible.❤ *Giggle*❤
あ、カモとか言われたら傷ついちゃう？\nそれじゃ、んふふ、キスしよっか❤,Oh; does it hurt your feelings to be called prey? Well then; hmm; how about a kiss instead?❤
だってぇ、キスしてたらバカにされて悔しいとか、\nそういうの、どうでもよくなっちゃうでしょ？んっちゅー❤,Because; you know; when we're kissing; things like feeling frustrated about being made fun of… it all just flies away; doesn't it? Mmm-chu~❤
もうイっちゃいそうなの？\nんふふ早いねーマゾお兄さん❤,Are you about to cum already? Hmm; you're so quick; my masochistic pet.❤
わたしにしこしこされてぇ、\nカリ首の弱いところとかこうやってしゅっしゅっていじめられて、\nすぐに出しちゃうんだ❤,Being stroked by me; having your sensitive tip teased like this; back and forth; makes it so you just can't help but finish right away.❤
え、あっ、ああっ…❤,Aah!?; Ah; ahhh…❤
あは、チンコせつなそー❤\nあと少しシコシコしてほしかったんだ？\nその情けない犬みたいな目、とってもいいと思うよ❤,Aha; your cock looks so desperate.❤ Did you want me to stroke it a little more? That pathetic puppy-dog look in your eyes is absolutely perfect.❤
ちぇ、意固地なの。\n気持ちいいことには流されておいたほうがいいと思うなぁ❤,Tsk; so stubborn. It would have been better if you just did what feels good.❤
まあいいや、それなら普通にバトルしよっか。\nわたしのゴーレムデッキでコテンパンにしてあげるね❤,Oh well; in that case; let's have a normal battle. I'll crush you completely with my Golem deck.❤
お兄さんのターンからだね。,Looks like it's your turn first.
こっちのターンからだね。,Looks like it's my turn first.
わたしの名前はムニン、E級のカードマスターだよ。,My name is Munin; an E-class Card Master.
わたしにシコシコされてもう射精寸前だよね？\nお兄さんはそんな無茶苦茶不利な状態で\nわたしと勝負しないといけないわけ。,My handjob has left you on the verge of ejaculation; hasn't it? You have to battle me in such an incredibly disadvantageous state.
わたしにシコシコされてもう射精寸前❤\nお兄さんはそんな無茶苦茶不利な状態で\nわたしと勝負しないといけないわけ。,My handjob has left your cock right on the edge.❤ You have to battle me while at such a ridiculously unfair disadvantage.
ほんと誘惑に弱いマゾっていいカモだよね❤くすくす❤,Masochists who are weak to temptation really are the perfect prey.❤ *Giggle*❤
ねえ、さっきはほんとにイイコトしてもらわなくってよかったの？,Hey; are you sure you didn't want some sexy action from earlier?
あ、そっか。バトルの中ならただでシコシコしてもらえるもんね❤\n最初から負ける気なんだー。,Oh; I see how it is. During battle; you can get stroked for free; right?❤ You were planning to lose from the start~
え？違う？くすくす❤ほんとかなー❤\nだいたいみんな気持ちいいことしてあげると、全然抵抗しなくなっちゃうんだけど❤,What? That's not it? *Giggle*❤ Are you sure about that?❤ Usually when I make people feel good; they completely stop resisting.❤
お兄さんは違う？ふーん、楽しみだなー❤くすくす❤,You're different you say? Oooh~ This should be fun then.❤ *Giggle*❤
ドロー！,Draw!
ドローするね,Time to draw.
準備できたねー。\n最上級モンスター{使用カード}を召喚！,I'm all set now.~ Summoning Advanced Monster {使用カード}!
行くよ、{使用カード}を上級召喚！,Here I go; advanced summoning {使用カード}!
{使用カード}を召喚。,I summon {使用カード}.
ううっ、あうう・・・❤,Oooh; ahhh…❤
あは、なにその顔❤蘇生してもらったのに、\nまだ気持ちいいのが抜けきってない感じ？\n何の戦力にもならなそうだね❤,Aha; what's with that face?❤ You've been resurrected and yet you still look like you're feeling good? You don't seem like you'll be much help in battle.❤
こんなモンスターを蘇生させてカード無駄に使っちゃったんじゃない？\nもっと役に立つモンスターを復活させればよかったのに。\nくすくす❤,Don't you think it was a waste of a card to resurrect a monster like this? You should have revived a more useful monster instead. *Giggle*❤
さらにもう1枚発動！,I activate one more card!
召喚に成功したとき{使用カード}の効果発動！\nギガントゴーレムをデッキから手札に加えるよ。,I activate {使用カード}'s effect upon its successful summon! I'll add Giant Golem from my deck to my hand.
{使用カード}を発動！\n毎ターン最大HPが上昇する「成長」状態を付与するよ。,"I activate {使用カード}! This grants the ""Growth"" status; which increases maximum HP every turn."
防御時に受ける戦闘ダメージを半分にしちゃうよー。\n魔法カード発動！{使用カード}！,I'll halve all battle damage you take when defending! Magic card activate! {使用カード}!
魔法カード{使用カード}を発動！\n墓地の地属性カード4枚を取り除いてデッキから2枚ドローするよ。,I activate the magic card {used card}!\nI'll remove 4 Earth attribute cards from my graveyard to draw 2 cards from my deck.
手札の地属性カード1枚を捨て{使用カード}発動！\n自分のすべてのモンスターを戦闘ダメージから守る！,I discard 1 Earth attribute card from my hand to activate {使用カード}! This protects all my monsters from battle damage!
岩の壁で邪魔しちゃうね！\n手札の地属性カード1枚を捨て{使用カード}発動！,The wall of stone stops your advance! I discard 1 Earth attribute card from my hand to activate {使用カード}!
装備魔法カード発動！\n{使用カード}！,Activating an equip spell card! {使用カード}!
魔法カードを発動するねー。\n{使用カード}！,Time to activate my magic card~! {使用カード}!
トラップカードを発動！\n{使用カード}！,Trap card activate! {使用カード}!
{使用カード}を守備。,{used card} in defense position.
このキャンディは媚薬入りだよ。\n食べたらエッチなことで頭がいっぱいになっちゃうの❤,This candy has aphrodisiacs in it. If you eat it; your head will quickly be filled with naughty thoughts~❤
ほら、口移しで食べさせてあげる❤んっちゅ❤,Here; I'll feed it to you mouth-to-mouth.❤ *Smooch*~❤
ほらもう一個。んちゅ❤えるえろー❤,Here's another one. *Chu*❤ Give me your tongue~❤
カードをセット。,Card set.
カードを伏せる。,I place a card face down.
攻撃だよ。\n{防御カード}にアタック！,I attack. Attacking {防御カード}!
バトルするね。\n{使用カード}で{防御カード}を攻撃！,{使用カード}; attack {防御カード}!
手札がよくない…。ターンエンド。,I don't have any cards to play... End turn.
むう、なにもできないじゃん。ターンエンド。,End turn.
ターン終了ー。,End turn~
ターンエンドだね。,Looks like my turn is over.
おしまい。ターンエンド。,End turn.
えー、おとなしく攻撃を受ければいいのに。なまいきー。,Geez; all you had to do was attack like a good little boy~ Cheeky~
手でチンコ扱いてあげるよ❤,I'll stroke your cock with my hand.❤
指のわっかをきゅって絡めて、チンコのさきっちょをしゅこしゅこしゅこ❤,I'll wrap my fingers around your penis tightly and go up and down; focusing on the tip like this.❤
うまいでしょ？わたしの手コキ❤\nそのままイっちゃっていいからねー❤,I'm good at this; aren't I? This is my handjob technique.❤ You can just cum right away; okay?❤
キスしながらシコってあげる❤,I'll stroke your cock while kissing you.❤
わたしにキスされるのって気持ちいでしょ？\nそのうえ手コキもうまいんだから、射精の我慢なんてできないよねー❤,Doesn't it feel good when I kiss you? On top of that; my handjobs are amazing; so there's no way you can hold back from cumming.❤
いいよ、さっさとイっちゃえ❤\nほらほらほらー❤,It's okay; just hurry up and cum.❤ Come on; come on; come on!❤
さっきの続きをしてあげる❤\nほらキスしながらの手コキだよ❤,I'll continue where we left off.❤ Here; a handjob while kissing you.❤
イキそうなところで止められてせつないもんね。\nほら、イっちゃえ。\nんっちゅ❤える、えろ❤シコシコ❤シコシコ❤,It must have been frustrating be left on the edge right when you're about to cum; right? Here; you can cum now~ Mmm; chu~❤ I'll stroke it nice and good~❤ Up and down.❤ Up and down.❤
手で握って扱いてあげる❤,I'll grip your cock with my hand and stroke it.❤
チンコってほんと男の弱点だよねー❤\nこんな簡単な上下運動で、魔力を出しちゃうんだもん❤\nシコシコ❤シコシコ❤,A cock really is a man's weakness; isn't it?❤ Just this simple up and down motion makes you release your magical energy.❤ Stroke stroke~❤
両手で筒を作って手コキしてあげるね❤,I'll make a tube with both hands to stroke your cock; ok?❤
バトル開始前からあんなに気持ちいいことされて、もう限界でしょ？\n手の筒の中でチンコびくびく震えちゃっている。シコシコ❤シコシコ❤,Because of how good you were feeling before; you're already at your limit now aren't you? Your cock is twitching inside the tube created by my hands. Stroke Stroke~❤
抵抗したってどうせ勝てないんだしさ。\nわたしの手にエナジー全部出しちゃっていいよ❤\nシコシコ❤シコシコ❤,There's no point in resisting since you can't win anyway. You can release all your energy into my hands.❤ Stroke Stroke~❤
両側から竿を全部包み込まれてぇ、気持ちいい？\n筒の中でチンコびくびく震えちゃっている。くすくす❤,Having your shaft completely wrapped from both sides... does it feel good? Your cock is twitching beneath the grip of my two hands. *Giggle*❤
このままシコっちゃえばすぐにイっちゃうよねー。\nほら、わたしの手にエナジー全部出しちゃっていいよ❤\nシコシコ❤シコシコ❤,If I keep stroking like this; you'll cum right away. Come on; release all your energy into my hands.❤ Stroke Stroke~❤
あは❤なに？\nわたしに手でいじめてほしいわけ？,Aha!❤ What? You want me to tease you with my hands?
試合前にあれだけシコシコされたもんね❤もうたまらないんだ？\nあはは、ちょっろ❤,Your cock was getting jerked off for quite a while before the fight right?❤ You can't take it anymore can you? Ahaha; you're so easy.❤
いいよー、そこでじっとしてなよ❤\nアンタのチンポにさくっととどめを刺してあげる❤,Ok; just stay still.❤ I'll finish off your cock. This won't take long~❤
敵に手コキをねだるとか、ちょっろ❤\n理性が紙みたいに薄っぺらじゃん❤,Begging your enemy for a handjob; how pathetic.❤ Your willpower is as thin as paper.❤
んー？バカにされたら悔しくなってきた？\nやっぱりおねだりするのやめる？\n手でシコシコされたくないなら、わたしは別にそれでもいいよ。,Hmm? You don't like being mocked? Do you want to take back your little request then? If you don't want me to stroke you with my hand; that's fine by me.
ううっ、おねがい、します❤\n手で・・・きもちよくして、ください❤,Uugh... P-Please then...❤ Please make me feel good...with your hands...❤
あはは、そんな必死におねがいしちゃうんだ❤プライドとかないわけ？\nそんなものより手コキの方が大事なんだね❤ぷっ、くすくす❤,Ahaha; you're begging so desperately.❤ Don't you have any pride? I guess a handjob is more important to you than dignity.❤ Pfft; *giggle*.❤
いいよほら、してあげる❤\nみっともないおねだりに応えて、\nわたしの手コキテクですぐ射精させてあげるねー。,Alright; here you go.❤ I'll answer your shameful begging and make you ejaculate right away with my handjob techniques.
あは、やっぱりあっさり出しちゃったね❤\nわたしの手コキすごくよかったでしょ？\n手でされただけでそんなアヘ顔になっちゃってみっともな❤くすくす❤,Aha; you came so easily after all.❤ My handjob felt amazing; didn't it? Making such a lewd face just from being touched by my hand is so pathetic.❤ *Giggle*.❤
あは、バトル前の誘惑が効きすぎたかな？\nオナニーシコシコ気持ちよかったねー❤バーカ❤,Aha; was my pre-battle seduction too effective? Masturbating felt good; didn't it?❤ Foolish idiot~❤
わたしのカラダに思いっきりぶっかけられてよかったね❤くすくす❤,You even got to shoot your mana all over my body; lucky you.❤ *Giggle*.❤
うわぁ、勝手に興奮して射精しちゃったよ❤\nチンコから精液漏れるの、我慢できなかったんだ❤\nザーコ❤,Wow; you got excited and ejaculated all on your own.❤ You couldn't hold back the cum leaking from your cock; could you?❤ What a loser.❤
寸止め状態のチンコからべろちゅーと手コキでせーし搾り出されるの、\n気持ちよすぎたみたいね❤\n癖になっちゃった？　マゾお兄さん❤,Being milked with kisses and a handjob while on the edge felt too good; didn't it?❤ Are you getting addicted? You masochist.❤
あは、どろどろじゃん。わたしのふともも最高だったでしょ？\n次もわたしと戦って、すぐに負けなよ。マゾ豚お兄さん❤,Aha; it's so thick. My thighs felt amazing; right? Next time we fight; make sure to lose quickly again. You masochistic pig.❤
はーい、手コキいっちょ終わり❤\nシコシコされてすぐ負けるんだもん。マゾってほんとよわーい❤,There we go; one handjob finished.❤ You lose so quickly when I stroke you. Masochists are truly so weak.❤
うぅ……❤,Oooh…❤
くすくす❤自分でシコり始めちゃってる❤\nそんなにムラムラで頭の中いっぱいになっちゃったの？❤,Giggle❤ You've started stroking yourself now.❤ Is your mind really that full of naughty thoughs?❤
まぁ、ぎりっぎりの射精寸前で寸止めしてあげたから当然なんだけど❤\nあーあ、まんまとわたしの作戦にハマっちゃってなっさけなーい❤,Well; it's only natural since I edged you right before you were about to cum.❤ Oh dear~ It looks like you fell right into my trap. How pathetic.❤
ねーおしえてごらん？\n今お兄さんは、なにを思い出しながらシコシコしてるの？❤\nひょっとしてぇ、わたしのこの手かな～？❤,Hey; tell me something? What are you thinking about while you stroke yourself; mister?❤ Could it be… my hand perhaps~?❤
ぷっ、反応でバレバレじゃん❤\nあーあ、そんなにしごくスピード速くなっちゃってさぁ❤\nわたしの手コキそんなに良かったんだぁ❤,Pfft; your reaction gives it away.❤ My; my; your stroking speed is getting faster.❤ Was my handjob really that good?❤
もうちょっと我慢してれば、\nバトル中に手コキでイカせてもらえたかもしれないのに、\nそれすら考えられなくなっちゃって・・・❤,If you had endured just a little longer; I might have let you cum from my handjob during our battle; but you couldn't even think about that…❤
バトル前にチンコ弄られたら男はみんな負けちゃうけど、\n自分で触り始めちゃうのは中々いないよ～？マゾお兄さん❤,Most men lose when their cocks are played with before battle; but not many start touching themselves.❤ You're such a masochist.❤
う、く……っ❤,Ugh; ogh…❤
あはは、悔しそうな顔❤ごめんねー❤\n自分からエナジー差し出して負けてくれるんだから、\nお兄さんにはサービスしてあげないとね❤,Ahaha; what a frustrated face.❤ Sorry~❤ Since you're willingly offering your energy and accepting defeat; I should treat you at least one service; shouldn't I?❤
ほら、チンコの前でシコシコしてるみたいに手を動かしてあげる❤\nわたしのべろちゅー手コキ気持ちよかったでしょ？\n一生懸命 思い出して❤,Look; I'll move my hands like I'm stroking right in front of your cock.❤ My tongue-kissing handjob felt good; didn't it? Try to remember what it was like.❤
あ、うあぁ……❤,Ah; uwaah…❤
うわー、わたしの手の動きにシコるのぴったり合わせてるし・・・❤\nすっかりわたしの言いなりじゃん❤お兄さんちょろー❤,Wow; you're matching your strokes perfectly with my hand movements…❤ You're completely under my control now.❤ You're so easy; mister.❤
さ、気持ちよくイっちゃっていいよ❤\nこうやって激しく動かしたらアンタも激しくシコっちゃうんでしょ？\nわたしの手コキ想像しながら、思いっきり射精しな❤,Now; go ahead and cum as much as you want.❤ If I move my hand vigorously like this; you'll stroke yourself vigorously too; right? Imagine my handjob and ejaculate with all your might.❤
う、あ、はぅ……❤,U-ah; hauu…❤
くすくす❤わたしの手にどばどば出しちゃって❤\nバトル前に手コキなんてされちゃった時点で分かってたと思うけど・・・。はい、お兄さんの負ーけ❤,*Giggle*❤ You came so much on my hand.❤ I think you knew from the moment I gave you that handjob before battle… you were destined to lose to me~❤
なになにー？\nお兄さん、マスターのくせにバトル中にわたしでオナニーしちゃうの？❤\n射精なんてしたら負けちゃうのに、性欲抑えられなくなっちゃった？❤,What's this?❤ Mister; you're a cardmaster; and yet you're masturbating to me during battle?❤ Even though ejaculation means losing; you still can't control your lust?❤
あぅ、あ…❤,Auu; ah…❤
あー、すっかり夢中って感じだね❤\n頭の中、えっちなことでいっぱいになっちゃったんだ❤,Ah; you look completely entranced.❤ I guess your head is all filled with lewd thoughts now.❤
それにしても、なんでわたしにしたのかなー？\nわたしのデッキ、おっぱい大きい女の子ばかりなのにさ❤,Still; I wonder why you chose me? My deck is full of girls with big boobs; you know.❤
お兄さんがわたしのどこに興奮しちゃったのかはわからないけど、\nまぁいいセンスだよ❤褒めてあげる❤,I don't know what part of me got you so excited; mister; but I commend your taste in girls.❤
"なーんかバトルの時も""巨乳の子はやっぱり強い""みたいに言われるけど、\nわたしだってカラダとテクには自信あるんだから❤","You know; during battles people always say things like ""the busty ones are always strongest;"" but I'm confident in both my body and my techniques.❤"
ほら、わたしの肌ってえっちな色だと思わない？❤\n男がどぴゅどぴゅーって射精すると、白い精液がよく映えるんだよ❤,Look; don't you think my skin has such a lewd color?❤ When men shoot their cum all over; the white semen contrasts so nicely against it.❤
あ、いま汚したいって考えたでしょ❤へんた～い❤,Oh; I saw that! You just thought about making a mess on me; didn't you?❤ You pervert.❤
それに、キスも手コキも得意なんだ～❤\nわたしがちょっと れろ～ってしながらチンコしごいてあげれば、\n男なんてみんなイチコロ❤,Plus; I'm really good at kissing and handjobs too.❤ When I lick my lips and stroke a cock just right; men fall for me instantly.❤
…………っ❤,...ngh...❤
あは❤もう限界って感じ❤\nいいよ、エナジー吐き出しちゃってバトル負けちゃえ❤\nお兄さんはわたしのカラダのどこにせーえき出しちゃうのかな～？❤,Aha.❤ Looks like you're at your limit.❤ It's okay; just release all your energy and lose this battle.❤ I wonder which part of my body you'll cum on; mister?❤
……せーかいは太ももでした～❤大胆に露出しててえっちだもんね❤\nちなみに、もっちりスベスベのお肌が吸いついてきて、\nチンコ挟まれたらと～っても気持ちいいんだよ❤,…The correct answer: my thighs~❤ They're boldly exposed and quite erotic; aren't they?❤ By the way; my soft; smooth skin would feel amazing wrapped around your cock.❤
あとで味合わせてあげよっか？❤くすくす❤,Would you like me to let you experience that later?❤ Giggle❤
はぅ……❤,Aaahh...❤
あー❤わたしでオナニーしちゃうんだ❤\nでも こんなあからさまにえっちなことが上手そうな女の子、\n見てたら興奮しちゃうのも仕方ないよね❤,Oh dear~❤ You ended up jerking off to me~❤ But I guess it can't be helped you got excited watching a girl who is obviously skilled at doing naughty things.❤
